CO_REGSAUD;DS_NOME;Ano;tx_fec_15a19;tx_fec_20a24;tx_fec_25a29;tx_fec_30a34;tx_fec_35a39;tx_fec_40a44;tx_fec_45a49;tx_fec
14001;Centro Norte;2012;103,61;133,95;108,96;85,11;48,67;14,48;0,98;495,77
14002;Sul;2012;95,06;112,29;95,63;66,67;18,74;11,58;1,82;401,78
15001;Araguaia;2012;84,27;98,72;71,16;40,06;14,89;3,16;0,74;313,00
15002;Baixo Amazonas;2012;95,68;133,81;103,53;74,12;39,83;12,69;1,65;461,32
15003;Carajás;2012;98,91;124,69;94,54;59,94;27,95;6,06;0,84;412,93
15004;Lago de Tucuruí;2012;96,29;111,29;81,24;45,51;22,57;5,39;0,26;362,55
15006;Metropolitana I;2012;67,33;90,56;71,00;54,39;26,59;7,19;0,41;317,47
15007;Metropolitana II;2012;96,39;128,06;81,56;49,04;22,45;7,87;0,77;386,14
15008;Metropolitana III;2012;87,16;108,59;77,02;46,79;22,39;7,11;0,68;349,74
15009;Rio Caetés;2012;99,34;129,03;80,71;54,83;26,14;7,66;0,87;398,59
15010;Tapajós;2012;94,22;109,59;79,00;44,60;22,62;6,36;0,20;356,59
15011;Tocantins;2012;91,55;122,18;90,84;53,08;28,62;11,63;1,70;399,61
15012;Xingu;2012;110,06;128,33;89,80;52,38;26,46;5,81;0,94;413,79
15013;Marajó I;2012;87,41;115,63;75,89;44,80;27,27;11,24;1,89;364,13
15014;Marajó II;2012;118,56;151,15;121,24;89,46;54,27;34,69;4,86;574,25
16001;Área Central;2012;91,72;114,36;96,48;74,44;41,78;14,59;0,87;434,24
16002;Área Norte;2012;113,97;138,39;106,96;66,96;44,70;16,44;2,84;490,27
16003;Área Sudoeste;2012;99,91;119,48;102,89;66,95;37,17;12,59;0,89;439,87
17001;Médio Norte Araguaia;2012;84,37;105,91;102,87;64,80;27,86;8,23;0,30;394,34
17002;Bico do Papagaio;2012;89,41;117,23;97,33;57,42;28,67;6,63;0,46;397,14
17003;Sudeste;2012;83,86;101,50;88,24;57,34;25,82;5,53;0,89;363,18
17004;Cerrado Tocantins Araguaia;2012;91,50;115,32;85,73;51,45;20,61;2,85;0,52;367,98
17005;Ilha do Bananal;2012;71,51;98,00;81,24;52,56;26,14;6,00;0,20;335,65
17006;Capim Dourado;2012;62,98;96,80;87,97;69,59;38,08;9,00;0,77;365,19
17007;Cantão;2012;80,58;121,74;86,45;58,64;27,05;6,30;0,92;381,68
17008;Amor Perfeito;2012;77,93;113,60;104,62;72,79;30,75;8,43;1,19;409,31
21001;Açailândia;2012;88,05;106,30;88,12;53,50;23,31;6,13;1,50;366,91
21002;Bacabal;2012;90,51;115,62;85,27;47,41;23,64;6,17;0,48;369,10
21003;Balsas;2012;88,20;119,14;92,48;59,88;28,53;8,88;2,11;399,22
21004;Barra do Corda;2012;94,60;140,56;110,57;70,11;32,59;11,41;2,91;462,75
21005;Caxias;2012;86,25;127,13;100,89;62,65;32,44;10,19;0,69;420,24
21006;Chapadinha;2012;84,81;121,22;93,22;54,39;27,35;8,96;1,50;391,44
21007;Codó;2012;96,09;129,41;99,86;57,78;28,68;9,86;1,09;422,77
21008;Imperatriz;2012;79,05;112,91;97,78;65,13;29,21;7,05;0,97;392,10
21009;Itapecuru Mirim;2012;89,79;120,78;88,51;56,75;23,83;10,09;1,59;391,34
21010;Pedreiras;2012;80,51;112,07;89,32;51,44;24,03;5,63;0,55;363,56
21011;Pinheiro;2012;89,37;122,17;80,09;41,47;20,46;6,59;1,67;361,82
21012;Presidente Dutra;2012;76,72;117,23;92,84;53,72;26,80;7,52;1,17;375,99
21013;Rosário;2012;86,81;122,79;94,09;48,33;27,12;7,84;1,49;388,47
21014;Santa Inês;2012;93,09;121,37;93,63;50,72;26,84;7,95;;393,60
21015;São João dos Patos;2012;78,50;113,15;90,32;59,33;31,80;8,52;0,84;382,47
21016;São Luís;2012;59,25;85,40;78,90;58,81;28,45;7,21;0,57;318,58
21017;Timon;2012;79,02;113,87;89,06;51,34;22,36;5,58;0,83;362,05
21018;Viana;2012;82,85;109,41;70,33;38,76;21,21;5,77;0,35;328,67
21019;Zé Doca;2012;92,56;115,51;84,14;45,32;22,89;8,06;1,06;369,53
22001;Carnaubais;2012;77,91;106,24;97,42;68,23;28,62;7,83;0,93;387,18
22002;Chapada das Mangabeiras;2012;83,27;107,53;92,35;54,90;26,95;7,47;0,66;373,13
22003;Cocais;2012;70,04;103,06;86,46;50,11;28,74;8,21;0,71;347,33
22004;Entre Rios;2012;55,86;82,37;86,08;65,11;34,46;9,36;0,68;333,92
22005;Planície Litorânea;2012;68,33;95,27;79,57;50,41;29,46;6,48;0,69;330,21
22006;Serra da Capivara;2012;75,26;102,69;79,70;45,41;19,12;4,82;;327,00
22007;Tabuleiros do Alto Parnaíba;2012;92,75;106,23;99,49;51,79;24,37;4,97;0,87;380,47
22008;Vale do Canindé;2012;60,56;87,11;67,82;44,84;18,42;5,13;1,04;284,92
22009;Vale do Rio Guaribas;2012;66,65;92,80;80,27;45,68;24,23;6,38;0,28;316,30
22010;Vale do Sambito;2012;58,47;85,43;77,01;43,98;21,97;8,70;;295,56
22011;Vale dos Rios Piauí e Itaueiras;2012;69,06;83,74;85,15;47,60;30,15;6,33;0,17;322,20
23001;1ª Região Fortaleza;2012;54,77;68,68;72,25;66,73;36,20;9,45;0,60;308,69
23002;2ª Região Caucaia;2012;60,77;80,70;80,03;60,34;32,91;8,94;0,71;324,40
23003;3ª Região Maracanaú;2012;63,68;83,70;78,99;64,62;33,40;9,39;0,89;334,67
23004;4ª Região Baturité;2012;56,24;77,73;85,14;65,88;41,90;12,06;1,92;340,87
23005;5ª Região Canindé;2012;65,87;82,19;82,80;62,70;39,17;12,67;0,95;346,34
23006;6ª Região Itapipoca;2012;60,98;92,38;95,32;68,70;40,33;13,64;2,33;373,67
23007;7ª Região Aracati;2012;49,56;72,86;69,52;54,86;31,51;9,41;1,22;288,94
23008;8ª Região Quixadá;2012;61,19;84,73;81,57;69,90;38,00;12,06;1,34;348,80
23009;9ª Região Russas;2012;49,69;77,20;72,95;55,38;28,49;6,15;0,67;290,53
23010;10ª Região Limoeiro do Norte;2012;53,79;78,47;76,94;57,07;26,26;7,29;0,70;300,51
23011;11ª Região Sobral;2012;59,74;82,62;87,91;63,17;35,21;12,94;0,97;342,56
23012;12ª Região Acaraú;2012;61,23;86,09;92,38;71,48;45,39;15,27;1,36;373,21
23013;13ª Região Tianguá;2012;61,86;100,21;99,26;77,98;42,28;14,72;1,96;398,26
23014;14ª Região Tauá;2012;63,24;82,84;71,27;54,77;28,18;11,61;1,95;313,85
23015;15ª Região Crateús;2012;59,46;86,32;83,32;62,13;34,09;9,90;0,23;335,44
23016;16ª Região Camocim;2012;64,38;91,79;85,63;62,00;34,84;16,47;0,81;355,92
23017;17ª Região Icó;2012;47,74;77,51;78,09;54,82;27,72;8,02;1,61;295,50
23018;18ª Região Iguatú;2012;55,03;73,89;79,30;52,36;29,50;9,10;0,43;299,61
23019;19ª Região Brejo Santo;2012;54,12;88,41;96,44;60,83;32,87;7,89;0,73;341,28
23020;20ª Região Crato;2012;65,01;94,43;90,62;65,63;37,13;11,75;1,10;365,66
23021;21ª Região Juazeiro do Norte;2012;61,35;90,02;90,63;67,42;35,74;10,73;0,74;356,63
23022;22ª Região Cascavel;2012;56,96;76,86;73,76;56,09;29,66;11,40;0,64;305,38
24001;1ª Região de Saúde - São José de Mipibu;2012;67,63;92,10;86,48;65,83;36,51;9,16;0,87;358,57
24002;2ª Região de Saúde - Mossoró;2012;59,79;75,69;79,43;60,22;26,81;7,39;0,48;309,82
24003;3ª Região de Saúde - João Câmara;2012;62,59;84,71;75,99;59,87;28,28;8,73;1,29;321,44
24004;4ª Região de Saúde - Caicó;2012;58,93;72,14;80,37;59,01;26,17;7,96;0,51;305,09
24005;5ª Região de Saúde - Santa Cruz;2012;61,76;81,33;85,53;58,01;36,44;10,76;0,60;334,42
24006;6ª Região de Saúde - Pau dos Ferros;2012;64,24;87,02;79,79;58,45;30,16;7,95;0,66;328,28
24007;7ª Região de Saúde - Metropolitana;2012;58,04;72,33;76,62;70,29;36,06;9,55;0,73;323,63
24008;8ª Região de Saúde - Açu;2012;63,43;82,88;76,41;48,04;22,88;6,87;0,66;301,17
25001;1ª Região Mata Atlântica;2012;64,00;81,23;79,25;66,25;31,54;7,66;0,50;330,43
25002;2ª Região;2012;60,31;89,60;88,11;60,61;36,75;10,19;1,14;346,72
25003;3ª Região;2012;61,55;95,53;87,28;76,03;38,57;10,50;0,78;370,24
25004;4ª Região;2012;67,33;96,47;83,53;46,20;26,08;6,33;1,00;326,95
25005;5ª Região;2012;75,80;92,28;84,43;59,83;28,53;7,95;1,16;349,98
25006;6ª Região;2012;62,58;82,48;82,89;61,87;31,02;7,84;1,05;329,74
25007;7ª Região;2012;51,07;80,30;82,73;52,18;27,59;7,37;0,50;301,74
25008;8ª Região;2012;58,70;80,28;82,70;55,21;30,03;9,59;0,85;317,36
25009;9ª Região;2012;52,89;75,88;83,88;63,84;32,05;6,12;;314,67
25010;10ª Região;2012;59,14;94,86;85,14;64,06;29,85;6,65;0,58;340,29
25011;11ª Região;2012;50,72;83,24;84,82;63,49;32,50;9,18;0,49;324,43
25012;12ª Região;2012;65,74;101,23;87,31;57,32;25,92;10,68;0,68;348,90
25013;13ª Região;2012;62,45;74,65;76,49;61,48;34,07;7,89;;317,04
25014;14ª Região;2012;73,61;101,18;97,07;64,70;30,03;9,68;0,81;377,09
25015;15ª Região;2012;54,63;92,67;89,76;70,58;36,76;12,54;1,76;358,70
25016;16ª Região;2012;59,74;85,29;86,48;72,27;39,67;10,89;0,98;355,32
26001;Afogados da Ingazeira;2012;65,85;104,73;101,49;69,02;35,63;9,02;0,39;386,13
26002;Arcoverde;2012;74,56;99,59;95,14;66,17;40,34;11,51;1,86;389,18
26003;Caruaru;2012;67,97;92,10;84,93;58,32;31,83;8,56;0,65;344,37
26004;Garanhuns;2012;72,48;96,02;94,11;77,12;42,37;14,15;0,96;397,21
26005;Goiana;2012;71,80;99,04;88,96;59,58;26,21;6,27;1,30;353,16
26006;Limoeiro;2012;60,83;89,91;84,94;55,43;27,33;7,54;0,91;326,90
26007;Ouricuri;2012;93,42;120,94;100,02;73,90;40,84;14,52;1,13;444,76
26008;Palmares;2012;83,32;107,22;83,91;56,44;24,41;7,57;0,66;363,54
26009;Petrolina;2012;76,04;98,59;97,95;67,72;36,39;10,14;0,95;387,77
26010;Recife;2012;66,17;85,16;75,89;62,02;30,19;7,26;0,48;327,17
26011;Salgueiro;2012;77,15;116,96;104,48;76,06;40,97;12,03;1,38;429,02
26012;Serra Talhada;2012;77,61;110,42;102,88;64,26;32,68;7,87;0,33;396,05
27001;1ª Região de Saúde;2012;81,93;86,78;74,89;52,82;27,87;7,29;0,42;332,00
27002;2ª Região de Saúde;2012;108,68;116,61;80,16;50,57;25,62;6,95;1,15;389,72
27003;3ª Região de Saúde;2012;97,84;109,60;85,89;62,78;26,21;12,54;2,03;396,88
27004;4ª Região de Saúde;2012;89,01;103,14;94,60;62,16;30,11;8,30;0,29;387,61
27005;5ª Região de Saúde;2012;78,32;91,80;71,78;46,91;21,97;6,57;1,67;319,03
27006;6ª Região de Saúde;2012;85,39;106,99;89,61;62,71;29,43;6,78;0,80;381,71
27007;7ª Região de Saúde;2012;65,51;92,45;91,14;65,29;37,62;9,99;0,84;362,84
27008;8ª Região de Saúde;2012;69,71;99,14;98,51;60,54;36,94;9,98;0,48;375,30
27009;9ª Região de Saúde;2012;77,23;114,36;104,72;68,87;44,22;17,39;1,85;428,65
27010;10ª Região de Saúde;2012;71,43;114,61;108,50;70,66;37,86;12,31;0,54;415,90
28001;Aracaju;2012;62,59;70,97;74,13;69,11;40,66;10,83;0,79;329,07
28002;Estância;2012;68,81;94,32;89,02;70,65;39,33;16,70;1,67;380,50
28003;Itabaiana;2012;65,00;86,74;82,90;66,07;40,59;11,15;0,63;353,07
28004;Lagarto;2012;56,88;84,32;79,56;62,31;39,46;11,30;0,73;334,56
28005;Nossa Senhora da Glória;2012;78,28;99,88;96,70;65,10;39,18;10,98;1,85;391,96
28006;Nossa Senhora do Socorro;2012;75,15;96,65;84,66;67,84;35,59;9,88;0,66;370,43
28007;Propriá;2012;72,52;96,97;85,54;53,31;27,41;10,05;1,01;346,82
29001;Alagoinhas;2012;63,27;79,20;73,72;60,68;33,05;10,08;1,17;321,17
29002;Barreiras;2012;69,16;89,91;90,42;70,47;32,07;8,82;1,16;362,01
29003;Brumado;2012;41,53;74,87;75,59;62,94;34,12;8,84;1,11;299,00
29004;Camaçari;2012;64,23;79,41;75,09;65,57;32,08;8,11;0,73;325,20
29005;Cruz das Almas;2012;46,20;70,11;68,09;59,14;31,14;7,50;0,28;282,46
29006;Feira de Santana;2012;56,99;76,34;77,91;67,75;38,80;10,79;0,67;329,25
29007;Guanambi;2012;48,51;75,61;84,36;67,40;32,01;8,97;1,02;317,87
29008;Ibotirama;2012;63,13;103,48;89,37;78,60;38,65;9,91;0,93;384,08
29009;Ilhéus;2012;80,78;93,74;72,46;51,17;25,77;7,27;0,85;332,03
29010;Irecê;2012;80,39;96,81;89,56;66,03;33,66;8,45;0,39;375,29
29011;Itaberaba;2012;74,73;91,24;76,72;63,37;30,43;8,94;1,92;347,36
29012;Itabuna;2012;77,80;84,81;75,63;57,61;27,69;7,82;0,80;332,17
29013;Itapetinga;2012;75,98;88,80;74,73;56,54;21,74;7,65;0,48;325,92
29014;Jacobina;2012;67,90;87,59;80,82;56,96;26,50;6,31;1,10;327,18
29015;Jequié;2012;70,68;89,84;77,95;65,38;28,02;7,86;0,82;340,55
29016;Juazeiro;2012;79,85;113,00;96,06;65,68;30,77;8,80;0,94;395,10
29017;Paulo Afonso;2012;69,75;100,15;87,19;59,76;35,83;11,97;1,41;366,06
29018;Porto Seguro;2012;91,94;101,52;89,91;59,41;30,25;8,14;1,00;382,17
29019;Ribeira do Pombal;2012;56,56;83,27;79,31;56,97;34,51;12,57;1,72;324,91
29020;Salvador;2012;50,83;60,46;63,45;62,04;36,05;10,74;0,77;284,34
29021;Santa Maria da Vitória;2012;62,36;107,57;89,46;61,25;30,80;6,27;1,04;358,76
29022;Santo Antônio de Jesus;2012;58,47;76,59;79,53;58,20;29,88;8,34;0,82;311,83
29023;Seabra;2012;61,05;92,41;83,90;63,79;32,22;12,94;2,21;348,53
29024;Senhor do Bonfim;2012;74,19;93,65;86,96;60,35;28,44;8,99;1,26;353,85
29025;Serrinha;2012;61,88;83,55;80,30;61,80;34,20;9,56;1,14;332,44
29026;Teixeira de Freitas;2012;86,00;104,07;92,79;62,80;28,32;7,34;0,87;382,19
29027;Valença;2012;76,72;92,82;75,60;56,98;28,32;7,45;1,06;338,95
29028;Vitória da Conquista;2012;57,96;78,32;83,10;66,83;39,39;10,71;1,34;337,66
31001;Águas Formosas;2012;71,84;94,46;90,70;67,81;32,53;12,20;1,94;371,46
31002;Além Paraíba;2012;58,70;89,49;84,19;58,46;26,78;7,97;0,49;326,07
31003;Alfenas Machado;2012;45,64;74,51;76,99;64,01;35,68;7,32;0,48;304,63
31004;Almenara;2012;67,50;83,39;75,26;57,48;28,36;7,55;;319,53
31005;Araçuaí;2012;34,59;50,15;53,88;48,86;27,59;5,02;0,40;220,50
31006;Araxá;2012;55,05;85,33;77,15;62,32;23,73;7,02;;310,60
31007;Barbacena;2012;33,76;56,23;69,52;62,67;32,91;8,44;0,71;264,25
31008;Belo Horizonte Nova Lima Caeté;2012;43,27;62,97;65,07;74,01;48,00;11,96;0,70;305,98
31009;Betim;2012;50,01;85,90;82,91;69,20;37,17;9,18;0,57;334,94
31010;Bom Despacho;2012;49,87;77,15;79,66;62,02;29,15;7,72;;305,57
31011;Brasília de Minas São Francisco;2012;49,78;89,28;86,90;63,54;28,81;9,11;1,22;328,64
31012;Carangola;2012;53,47;95,58;91,48;68,80;30,78;7,98;0,77;348,85
31013;Caratinga;2012;43,61;87,92;84,75;56,72;31,96;10,50;0,16;315,62
31014;Conselheiro Lafaiete Congonhas;2012;40,72;72,34;69,61;65,58;40,42;9,54;1,14;299,36
31015;Contagem;2012;44,51;70,35;78,75;73,19;40,03;10,57;0,61;318,02
31016;Coração de Jesus;2012;54,82;72,07;68,00;42,63;20,83;4,12;;262,48
31017;Coronel Fabriciano Timóteo;2012;41,65;67,47;80,40;72,19;35,50;9,98;0,37;307,56
31018;Curvelo;2012;48,62;72,49;78,58;57,84;32,56;9,42;0,33;299,84
31019;Diamantina;2012;44,31;74,84;84,08;70,81;36,85;11,23;0,81;322,94
31020;Divinópolis Santo Antônio do Monte;2012;38,08;64,99;72,94;68,64;34,97;8,85;0,31;288,78
31021;Formiga;2012;38,56;65,29;61,02;60,57;33,57;7,22;0,61;266,86
31022;Francisco Sá;2012;55,89;76,14;71,80;58,07;27,43;8,66;0,55;298,54
31023;Frutal Iturama;2012;62,61;86,19;75,56;46,94;25,26;4,72;0,54;301,83
31024;Governador Valadares;2012;48,71;84,75;82,53;63,68;35,11;8,77;0,37;323,92
31025;Guanhães;2012;46,39;85,45;87,71;70,10;35,65;13,47;0,59;339,35
31026;Guaxupé;2012;44,36;79,03;75,45;66,63;34,54;10,46;0,57;311,05
31027;Ipatinga;2012;41,72;73,98;80,39;77,38;37,76;8,91;0,62;320,75
31028;Itabira;2012;43,88;71,26;74,53;68,17;37,10;8,50;0,65;304,08
31029;Itajubá;2012;44,80;78,63;78,28;65,37;31,96;9,37;0,71;309,12
31030;Itaobim;2012;52,76;74,45;76,51;62,57;29,65;9,91;1,96;307,80
31031;Itaúna;2012;37,40;65,12;75,30;74,80;39,71;8,29;0,47;301,10
31032;Ituiutaba;2012;56,63;91,95;79,36;42,90;21,86;4,31;0,46;297,47
31033;Janaúba Monte Azul;2012;53,85;81,59;78,45;59,87;26,53;6,16;0,54;306,99
31034;Januária;2012;56,61;88,57;89,88;65,59;36,31;9,18;0,68;346,81
31035;João Monlevade;2012;34,21;69,96;78,47;69,70;48,09;12,51;0,77;313,71
31036;João Pinheiro;2012;63,69;84,86;82,46;50,43;30,99;8,81;0,48;321,72
31037;Juiz de Fora Lima Duarte Bom Jardim Min;2012;42,75;69,65;69,24;70,59;39,91;9,89;0,71;302,75
31038;Lavras;2012;38,44;70,69;77,26;69,08;30,99;7,33;0,49;294,28
31039;Leopoldina Cataguases;2012;42,46;67,54;80,89;63,21;31,47;8,67;1,25;295,49
31040;Manga;2012;69,64;130,12;90,82;76,37;39,05;8,47;2,03;416,50
31041;Manhuaçu;2012;60,35;92,90;90,34;65,60;32,31;9,20;0,62;351,33
31042;Mantena;2012;52,37;75,26;82,94;49,20;25,38;5,08;;290,23
31043;Minas Novas Turmalina Capelinha;2012;45,06;71,29;74,72;65,70;31,13;9,63;1,64;299,16
31044;Montes Claros Bocaiúva;2012;46,40;75,51;78,92;75,25;39,76;10,57;0,70;327,11
31045;Muriaé;2012;46,74;71,57;80,18;62,93;31,12;6,12;0,35;299,00
31046;Nanuque;2012;59,72;76,15;73,67;51,59;27,28;3,95;0,48;292,84
31047;Ouro Preto;2012;45,65;79,04;81,50;75,56;44,85;10,61;1,00;338,21
31048;Padre Paraíso;2012;59,81;89,31;96,77;65,76;31,27;11,02;2,77;356,71
31049;Pará de Minas;2012;48,69;72,59;74,38;64,60;35,76;8,59;0,30;304,91
31050;Passos Piumhi;2012;47,60;83,17;75,38;67,00;33,25;7,70;0,32;314,43
31051;Patos de Minas;2012;45,23;72,43;74,45;59,19;28,89;8,01;0,60;288,81
31052;Patrocínio Monte Carmelo;2012;53,95;84,24;83,27;62,24;28,65;5,43;;317,77
31053;Pedra Azul;2012;57,93;88,18;75,58;62,01;33,39;6,35;1,36;324,80
31054;Pirapora;2012;66,60;84,93;73,43;51,63;19,98;3,94;0,47;300,97
31055;Poços de Caldas;2012;45,58;74,47;73,16;67,30;33,50;9,02;0,51;303,55
31056;Ponte Nova;2012;42,81;77,92;75,15;59,20;33,02;7,21;0,69;296,01
31057;Pouso Alegre;2012;49,52;75,03;71,04;64,98;32,72;7,29;0,29;300,87
31058;Resplendor;2012;56,60;88,27;85,57;69,44;31,94;7,23;;339,05
31059;Salinas Taiobeiras;2012;46,87;77,82;80,98;60,36;31,35;12,86;1,53;311,78
31060;Santa Maria do Suaçuí São João Evangeli;2012;49,57;87,49;87,69;67,37;33,74;8,62;0,72;335,20
31061;Santo Antônio do Amparo Campo Belo;2012;39,91;70,60;73,37;59,67;28,32;6,40;0,15;278,41
31062;Santos Dumont;2012;41,65;86,89;65,75;51,18;26,20;7,71;0,52;279,89
31063;São João del Rei;2012;39,55;69,86;67,47;58,82;33,04;9,25;0,58;278,56
31064;São João Nepomuceno Bicas;2012;49,58;75,47;72,31;65,35;31,96;7,18;0,76;302,62
31065;São Lourenço;2012;39,18;75,08;73,79;62,66;27,13;8,98;0,44;287,27
31066;São Sebastião do Paraíso;2012;52,96;76,22;75,26;60,28;33,80;8,11;;306,62
31067;Sete Lagoas;2012;48,46;67,29;68,97;60,09;35,57;9,81;0,61;290,79
31068;Teófilo Otoni Malacacheta Itambacuri;2012;56,18;85,42;81,83;59,94;30,33;10,84;1,00;325,54
31069;Três Corações;2012;51,89;85,83;82,16;67,26;37,59;9,77;0,47;334,96
31070;Três Pontas;2012;52,70;84,79;79,08;66,12;35,01;8,56;0,74;327,00
31071;Ubá;2012;49,18;72,61;76,04;65,96;31,50;8,42;0,59;304,29
31072;Uberaba;2012;53,92;77,18;78,90;65,80;33,92;7,14;0,22;317,07
31073;Uberlândia Araguari;2012;50,10;76,31;78,62;65,94;32,41;6,83;0,43;310,64
31074;Unaí;2012;58,65;86,66;82,47;61,44;29,00;8,22;0,13;326,58
31075;Varginha;2012;41,76;72,51;71,87;73,02;34,66;10,11;0,15;304,08
31076;Vespasiano;2012;50,66;81,86;74,99;70,79;37,37;9,50;0,31;325,50
31077;Viçosa;2012;40,66;63,12;69,18;68,04;33,17;8,59;;282,76
32001;Central;2012;58,83;78,48;78,59;66,67;31,05;7,51;0,59;321,72
32002;Metropolitana;2012;58,18;80,83;81,43;73,38;38,29;8,54;0,58;341,24
32003;Norte;2012;63,97;89,11;87,31;63,12;27,80;7,44;0,51;339,26
32004;Sul;2012;55,63;81,42;82,81;66,21;33,74;7,37;0,43;327,60
33001;Baia da Ilha Grande;2012;70,12;93,06;79,20;61,44;29,33;6,36;1,08;340,59
33002;Baixada Litorânea;2012;68,01;94,07;83,07;63,19;31,39;7,69;0,55;347,97
33003;Centro-Sul;2012;57,42;85,47;72,98;56,85;32,52;7,60;0,33;313,17
33004;Médio Paraíba;2012;52,38;77,91;76,40;67,65;32,46;7,17;0,36;314,33
33005;Metropolitana I;2012;62,88;84,66;74,80;66,50;37,90;10,38;0,62;337,74
33006;Metropolitana II;2012;54,21;76,40;66,09;56,30;30,65;7,38;0,29;291,31
33007;Noroeste;2012;54,71;83,43;77,22;55,59;26,92;7,33;0,40;305,59
33008;Norte;2012;63,04;87,55;77,66;64,62;31,91;7,51;0,23;332,52
33009;Serrana;2012;53,78;81,76;75,83;63,23;33,21;9,00;0,53;317,35
35011;Alto do Tietê;2012;60,92;95,15;93,31;74,13;41,72;11,44;0,71;377,38
35012;Franco da Rocha;2012;62,45;92,60;87,19;68,87;37,05;10,23;0,54;358,92
35013;Mananciais;2012;64,51;96,69;94,43;79,76;46,61;14,04;0,95;396,98
35014;Rota dos Bandeirantes;2012;61,24;93,62;93,57;79,92;45,97;12,64;0,81;387,78
35015;Grande ABC;2012;46,21;70,66;74,95;73,69;41,20;10,75;0,68;318,14
35016;São Paulo;2012;53,43;77,07;77,65;76,86;47,65;13,21;0,80;346,68
35021;Central do DRS II;2012;50,69;74,22;80,30;65,61;33,59;6,07;0,47;310,95
35022;Lagos do DRS II;2012;58,99;83,75;93,86;62,36;27,25;5,94;0,14;332,29
35023;Consórcios do DRS II;2012;50,32;79,43;78,69;70,24;32,94;8,12;0,54;320,27
35031;Central do DRS III;2012;46,74;70,21;77,67;71,05;37,27;7,01;0,67;310,62
35032;Centro Oeste do DRS III;2012;55,40;82,63;78,65;65,93;26,36;5,31;;314,30
35033;Norte do DRS III;2012;46,38;75,47;78,20;66,36;35,13;6,14;;307,68
35034;Coração do DRS III;2012;47,85;73,48;75,32;70,32;39,58;7,76;0,47;314,78
35041;Baixada Santista;2012;59,90;89,96;87,95;75,07;43,93;10,60;0,59;368,00
35051;Norte - Barretos;2012;55,95;78,47;82,78;62,16;27,94;5,78;0,32;313,40
35052;Sul - Barretos;2012;46,82;79,12;74,17;65,81;30,34;7,13;0,20;303,60
35061;Vale do Jurumirim;2012;63,29;93,74;86,38;65,73;33,56;8,56;0,32;351,57
35062;Bauru;2012;54,73;76,82;76,90;69,11;35,56;7,95;0,24;321,31
35063;Polo Cuesta;2012;54,63;83,38;80,91;64,73;33,49;7,84;0,53;325,50
35064;Jaú;2012;52,18;75,26;77,51;64,97;31,30;6,41;0,18;307,81
35065;Lins;2012;55,33;87,83;83,21;71,50;30,48;7,03;0,36;335,73
35071;Bragança;2012;51,58;80,95;82,88;70,22;40,62;10,43;0,62;337,29
35072;Região Metropolitana de Campinas;2012;43,94;72,25;76,73;73,26;39,14;9,27;0,55;315,14
35073;Jundiaí;2012;50,86;83,23;84,51;77,94;43,23;9,57;0,65;349,99
35074;Circuito das Águas;2012;43,74;71,90;75,58;65,23;34,48;7,61;0,67;299,20
35081;Três Colinas;2012;40,23;79,24;82,85;75,24;39,13;12,43;0,81;329,93
35082;Alta Anhanguera;2012;50,83;78,20;75,09;73,10;27,38;8,28;0,20;313,09
35083;Alta Mogiana;2012;56,62;72,42;70,86;56,98;20,77;4,39;0,25;282,30
