CO_REGSAUD;DS_NOME;Ano;tx_fec_15a19;tx_fec_20a24;tx_fec_25a29;tx_fec_30a34;tx_fec_35a39;tx_fec_40a44;tx_fec_45a49;tx_fec
35091;Adamantina;2012;49,05;66,90;74,47;57,64;26,98;6,29;0,23;281,55
35092;Assis;2012;60,46;82,24;81,21;66,52;25,17;4,73;0,59;320,92
35093;Marília;2012;50,73;74,54;80,37;70,80;38,01;7,33;0,54;322,34
35094;Ourinhos;2012;53,54;91,06;83,41;66,88;32,38;8,02;0,13;335,42
35095;Tupã;2012;62,43;76,59;82,02;65,55;30,05;5,04;0,22;321,90
35101;Araras;2012;49,27;74,67;77,18;66,49;32,01;6,23;0,46;306,31
35102;Limeira;2012;43,60;69,36;75,58;66,95;32,86;9,37;0,25;297,96
35103;Piracicaba;2012;48,55;73,86;84,76;72,95;35,63;7,92;0,32;323,99
35104;Rio Claro;2012;52,58;83,16;75,65;68,28;33,46;6,73;0,12;319,98
35111;Alta Paulista;2012;56,25;88,16;84,18;76,17;32,89;9,29;0,23;347,16
35112;Alta Sorocabana;2012;45,19;72,16;81,17;70,49;34,50;7,30;0,70;311,53
35113;Alto Capivari;2012;60,06;94,52;79,23;66,48;25,89;7,64;;333,83
35114;Extremo Oeste Paulista;2012;51,03;77,47;77,22;55,59;18,47;8,56;0,87;289,21
35115;Pontal do Paranapanema;2012;58,16;90,44;95,98;62,45;39,95;3,86;0,44;351,28
35121;Vale do Ribeira;2012;66,41;104,10;87,65;65,70;42,03;9,96;0,72;376,57
35131;Horizonte Verde;2012;50,45;77,56;76,65;64,65;33,00;7,03;0,46;309,80
35132;Aquífero Guarani;2012;43,81;64,74;73,56;72,60;38,57;9,53;0,34;303,16
35133;Vale das Cachoeiras;2012;58,99;78,49;82,03;67,65;34,44;4,59;0,46;326,64
35141;Baixa Mogiana;2012;45,13;76,87;78,80;66,07;39,87;7,68;0,09;314,52
35142;Mantiqueira;2012;50,95;76,20;77,71;63,93;30,95;7,47;0,11;307,33
35143;Rio Pardo;2012;43,13;73,70;76,19;70,07;32,58;6,57;0,41;302,66
35151;Catanduva;2012;48,75;77,84;75,02;65,54;29,51;4,62;0,20;301,48
35152;Santa Fé do Sul;2012;45,96;71,84;84,49;57,89;25,14;4,62;;289,95
35153;Jales;2012;43,00;68,44;75,31;58,41;26,67;4,93;0,27;277,03
35154;Fernandópolis;2012;39,34;70,89;78,49;65,01;30,40;5,28;;289,39
35155;São José do Rio Preto;2012;42,95;69,59;76,10;67,47;35,58;6,37;0,44;298,51
35156;José Bonifácio;2012;49,22;87,29;86,55;59,21;26,02;6,95;0,31;315,55
35157;Votuporanga;2012;51,26;71,32;76,66;65,18;28,11;7,08;0,44;300,04
35161;Itapetininga;2012;60,95;87,43;87,19;66,72;34,11;9,80;0,14;346,34
35162;Itapeva;2012;68,86;104,77;84,71;66,53;28,61;8,53;0,47;362,47
35163;Sorocaba;2012;50,45;85,47;84,42;75,52;38,78;9,45;0,60;344,69
35171;Alto Vale do Paraíba;2012;50,44;80,01;83,69;76,71;39,45;9,63;0,51;340,44
35172;Circuito da Fé e Vale Histórico;2012;51,25;81,24;80,58;67,52;33,56;8,32;0,31;322,78
35173;Litoral Norte;2012;61,37;97,53;85,30;66,32;35,69;9,79;0,55;356,56
35174;Vale do Paraíba/Região Serrana;2012;48,98;82,29;82,42;71,75;37,35;8,92;0,50;332,21
41001;1ª RS Paranaguá;2012;73,48;113,03;89,05;66,16;35,82;8,88;0,45;386,86
41002;2ª RS Metropolitana;2012;59,12;84,21;81,43;74,69;39,33;9,76;0,51;349,06
41003;3ª RS Ponta Grossa;2012;73,85;99,56;89,12;71,03;38,99;10,20;0,53;383,28
41004;4ª RS Irati;2012;58,45;95,57;90,24;65,45;34,81;10,08;0,77;355,37
41005;5ª RS Guarapuava;2012;71,61;101,44;86,12;69,14;35,62;9,33;0,98;374,23
41006;6ª RS União da Vitória;2012;58,67;82,65;86,24;59,22;29,93;8,46;;325,16
41007;7ª RS Pato Branco;2012;69,70;96,75;90,47;71,29;32,82;7,88;0,47;369,39
41008;8ª RS Francisco Beltrão;2012;47,36;78,67;85,84;73,54;30,27;9,68;0,41;325,77
41009;9ª RS Foz do Iguaçu;2012;56,45;92,54;93,66;73,62;37,78;9,67;0,66;364,38
41010;10ª RS Cascavel;2012;57,76;82,67;87,32;70,00;32,22;9,09;0,40;339,45
41011;11ª RS Campo Mourão;2012;59,61;82,81;85,60;63,66;28,46;5,95;0,41;326,51
41012;12ª RS Umuarama;2012;51,36;88,25;88,99;62,54;28,47;6,97;0,11;326,71
41013;13ª RS Cianorte;2012;52,62;85,68;85,12;64,06;29,58;7,79;0,78;325,63
41014;14ª RS Paranavaí;2012;61,11;90,91;89,38;68,46;32,50;6,73;0,42;349,51
41015;15ª RS Maringá;2012;43,87;68,29;83,79;72,81;31,81;7,25;0,47;308,29
41016;16ª RS Apucarana;2012;55,50;85,97;85,42;67,21;30,16;6,27;0,48;331,01
41017;17ª RS Londrina;2012;51,61;76,77;77,74;71,46;36,47;7,69;0,69;322,43
41018;18ª RS Cornélio Procópio;2012;57,83;82,40;77,79;59,84;28,49;6,98;0,38;313,72
41019;19ª RS Jacarezinho;2012;63,96;84,73;81,78;63,55;30,47;7,38;0,51;332,38
41020;20ª RS Toledo;2012;48,53;79,41;83,08;70,97;35,61;8,67;0,30;326,57
41021;21ª RS Telêmaco Borba;2012;77,77;104,66;79,26;58,71;33,56;8,21;0,56;362,74
41022;22ª RS Ivaiporã;2012;63,81;96,10;85,00;55,31;30,32;7,92;0,65;339,12
42001;Extremo Oeste;2012;39,98;70,32;88,01;72,74;39,23;8,78;0,98;320,04
42002;Oeste;2012;45,86;69,56;85,01;73,89;41,81;10,50;0,53;327,17
42003;Xanxerê;2012;55,09;80,89;85,52;70,97;34,43;8,11;0,31;335,32
42004;Alto Vale do Itajaí;2012;48,10;84,05;90,91;69,73;35,61;9,62;0,42;338,43
42005;Foz do Rio Itajaí;2012;56,05;85,68;79,79;69,62;36,54;8,86;0,30;336,83
42006;Médio Vale do Itajaí;2012;40,19;72,09;75,52;72,20;32,81;8,58;0,94;302,33
42007;Grande Florianópolis;2012;44,66;67,43;69,25;70,97;38,66;9,25;0,52;300,74
42008;Meio Oeste;2012;55,76;78,22;77,77;65,45;32,33;6,66;0,62;316,80
42009;Alto Vale do Rio do Peixe;2012;71,49;91,12;81,55;63,83;35,51;9,33;0,53;353,36
42010;Alto Uruguai Catarinense;2012;34,14;67,60;77,99;76,81;38,54;8,68;0,76;304,52
42011;Nordeste;2012;48,90;84,30;87,39;76,65;37,87;8,67;0,48;344,26
42012;Planalto Norte;2012;54,10;90,17;87,74;68,86;38,35;9,22;0,91;349,35
42013;Serra Catarinense;2012;63,13;86,21;81,13;66,44;32,71;8,01;0,80;338,42
42014;Extremo Sul Catarinense;2012;43,36;75,11;83,39;73,25;36,12;7,55;1,32;320,12
42015;Carbonífera;2012;48,81;73,18;76,33;75,05;34,30;7,07;0,51;315,26
42016;Laguna;2012;44,29;78,89;78,63;71,06;30,48;8,87;0,61;312,82
43001;Região 01 - Verdes Campos;2012;44,96;63,48;72,10;74,18;43,43;11,64;1,25;311,05
43002;Região 02 - Entre Rios;2012;44,09;64,24;67,38;66,01;33,99;7,76;0,64;284,11
43003;Região 03 - Fronteira Oeste;2012;59,58;85,42;77,67;73,21;37,19;10,63;0,60;344,30
43004;Região 04 - Belas Praias;2012;52,76;86,70;90,74;78,14;34,96;10,28;0,38;353,96
43005;Região 05 - Bons Ventos;2012;52,18;88,38;81,73;71,65;38,48;10,98;0,66;344,05
43006;Região 06 - Vale do Paranhana e Costa S;2012;57,97;78,82;78,40;63,28;36,14;9,65;0,51;324,78
43007;Região 07 - Vale dos Sinos;2012;45,53;74,31;75,54;71,02;38,40;10,08;0,64;315,53
43008;Região 08 - Vale do Caí e Metropolitana;2012;55,04;83,66;84,89;81,44;41,76;10,84;0,86;358,50
43009;Região 09 - Carbonífera/Costa Doce;2012;54,13;80,08;74,88;64,86;35,55;9,09;0,87;319,47
43010;Região 10 - Capital e Vale do Gravataí;2012;56,59;79,44;71,07;72,65;48,33;12,39;0,71;341,18
43011;Região 11 - Sete Povos das Missões;2012;48,00;65,72;77,42;68,18;43,43;9,02;0,66;312,42
43012;Região 12 - Portal das Missões;2012;51,94;79,91;86,49;72,65;34,08;6,68;0,69;332,44
43013;Região 13 - Diversidade;2012;44,72;71,72;88,10;72,53;34,89;9,79;0,85;322,60
43014;Região 14 - Fronteira Noroeste;2012;33,32;59,79;80,33;69,34;42,06;8,73;0,56;294,12
43015;Região 15 - Caminho das Águas;2012;43,58;72,25;83,09;70,34;39,57;7,16;0,60;316,61
43016;Região 16 - Alto Uruguai Gaúcho;2012;42,36;61,82;73,41;68,56;35,79;10,08;0,56;292,60
43017;Região 17 - Planalto;2012;51,77;69,81;76,47;74,88;41,89;11,76;0,69;327,27
43018;Região 18 - Araucárias;2012;35,87;65,24;77,79;69,68;44,61;8,83;;302,01
43019;Região 19 - Botucaraí;2012;50,64;64,73;66,70;65,51;36,41;8,12;0,50;292,59
43020;Região 20 - Rota da Produção;2012;51,63;81,55;82,76;69,86;35,66;10,69;0,50;332,65
43021;Região 21 - Sul;2012;48,63;74,73;75,28;64,61;35,64;9,25;0,54;308,69
43022;Região 22 - Pampa;2012;60,56;82,30;79,26;68,03;40,96;11,73;0,44;343,29
43023;Região 23 - Caxias e Hortênsias;2012;49,39;68,05;70,88;78,95;41,78;10,94;0,44;320,43
43024;Região 24 - Campos de Cima da Serra;2012;67,48;101,02;83,54;77,15;38,31;8,69;0,60;376,78
43025;Região 25 - Vinhedos e Basalto;2012;31,51;52,22;64,45;71,20;46,62;11,00;0,54;277,56
43026;Região 26 - Uva Vale;2012;38,59;56,43;70,67;80,51;42,54;10,08;1,30;300,12
43027;Região 27 - Jacuí Centro;2012;46,74;73,76;76,48;68,77;34,25;9,36;1,07;310,43
43028;Região 28 - Vinte e Oito;2012;40,28;67,49;73,00;72,16;34,94;8,97;0,75;297,57
43029;Região 29 - Vales e Montanhas;2012;26,94;54,19;66,86;73,70;43,29;10,28;0,38;275,65
43030;Região 30 - Vale da Luz;2012;34,94;64,35;85,29;87,31;42,82;8,14;0,90;323,76
50001;Campo Grande;2012;72,06;99,93;90,87;68,06;31,81;7,13;0,46;370,32
50002;Corumbá;2012;80,21;111,56;100,68;70,85;41,71;10,55;0,28;415,84
50003;Dourados;2012;84,87;112,35;94,20;74,22;35,20;10,03;0,55;411,42
50004;Três Lagoas;2012;77,27;101,52;84,90;63,22;26,24;5,65;0,86;359,66
51001;Alto Tapajós;2012;64,18;106,70;87,57;56,50;23,92;7,82;;346,68
51002;Baixada Cuiabana;2012;66,79;96,93;93,09;67,17;33,34;6,85;0,38;364,55
51003;Araguaia Xingu;2012;84,52;98,48;68,91;42,91;18,66;3,48;1,08;318,03
51004;Centro Norte;2012;69,37;91,83;76,78;48,13;22,37;6,94;;315,43
51005;Garças Araguaia;2012;83,77;111,70;80,53;54,31;21,91;7,29;;359,51
51006;Médio Araguaia;2012;92,41;116,75;96,63;63,66;27,55;6,97;0,89;404,86
51007;Médio Norte Matogrossense;2012;75,52;98,05;84,23;61,22;24,33;5,37;0,34;349,05
51008;Noroeste Matogrossense;2012;80,34;113,91;85,39;44,99;19,36;4,85;;348,84
51009;Norte Araguaia Karajá;2012;71,50;101,38;62,02;23,78;21,74;9,36;;289,78
51010;Norte Matogrossense;2012;71,21;113,85;83,54;64,26;20,49;5,08;;358,43
51011;Oeste Matogrossense;2012;70,67;95,06;93,88;55,93;28,11;7,85;0,56;352,06
51012;Sudoeste Matogrossense;2012;80,05;118,30;95,86;58,21;23,40;3,66;0,67;380,15
51013;Sul Matogrossense;2012;79,96;105,28;94,60;63,68;28,48;5,96;0,21;378,17
51014;Teles Pires;2012;76,48;100,96;94,56;69,33;32,98;8,14;0,51;382,98
51015;Vale do Peixoto;2012;59,25;94,22;88,21;49,29;17,23;5,35;0,66;314,21
51016;Vale dos Arinos;2012;78,51;96,22;92,65;51,71;21,47;3,91;;344,47
52001;Central;2012;51,90;77,47;84,68;71,09;34,92;7,58;0,34;327,97
52002;Centro Sul;2012;64,15;96,71;88,97;64,00;28,15;6,11;0,21;348,29
52003;Entorno Norte;2012;77,92;99,90;86,01;53,75;27,48;7,72;0,47;353,25
52004;Entorno Sul;2012;68,91;97,30;80,12;58,80;34,10;8,88;1,05;349,16
52005;Estrada de Ferro;2012;56,29;86,35;83,63;57,36;24,80;4,88;0,23;313,54
52006;Nordeste I;2012;79,58;112,34;95,57;56,80;28,84;5,24;0,89;379,26
52007;Nordeste II;2012;69,30;97,64;75,83;52,03;23,99;3,88;0,39;323,06
52008;Norte;2012;72,00;101,31;86,65;48,20;16,43;3,51;0,23;328,33
52009;Oeste I;2012;57,15;95,41;89,34;48,44;14,95;2,43;0,25;307,97
52010;Oeste II;2012;53,42;79,70;69,73;41,33;17,30;1,44;;262,92
52011;Pirineus;2012;54,31;98,97;95,13;69,88;32,57;6,88;0,46;358,21
52012;Rio Vermelho;2012;67,13;94,59;80,91;47,61;20,43;3,13;;313,80
52013;São Patrício I;2012;59,85;98,43;83,63;47,93;17,31;3,09;1,08;311,33
52014;Serra da Mesa;2012;64,66;97,78;80,76;49,71;18,98;3,49;0,27;315,64
52015;Sudoeste I;2012;71,26;98,24;85,28;56,89;21,08;3,01;0,17;335,93
52016;Sudoeste II;2012;69,62;95,25;92,68;58,89;22,97;3,69;0,33;343,43
52017;Sul;2012;64,63;92,47;84,43;56,70;22,97;5,27;0,37;326,84
52018;São Patrício II;2012;62,85;102,86;85,93;47,94;20,37;3,81;0,84;324,59
53001;Distrito Federal;2012;49,36;74,51;74,69;75,37;45,54;12,58;1,06;333,10
55;Brasil;2012;62,02;86,35;81,08;67,08;35,80;9,40;0,66;342,38
