CO_REGSAUD;DS_NOME;Ano;Pop_0a5;Pop_6a9;Pop_10a14;Pop_15a64;Pop_65emais;Pop_Total;PopH_0a5;PopH_6a9;PopH_10a14;PopH_15a64;PopH_65emais;PopH_Total;PopM_0a5;PopM_6a9;PopM_10a14;PopM_15a64;PopM_65emais;PopM_Total;p_Pop_0a5;p_Pop_6a9;p_Pop_10a14;p_Pop_15a64;p_Pop_65emais;p_PopH_0a5;p_PopH_6a9;p_PopH_10a14;p_PopH_15a64;p_PopH_65emais;p_PopM_0a5;p_PopM_6a9;p_PopM_10a14;p_PopM_15a64;p_PopM_65emais
31032;Ituiutaba;2000;16291;11681;15769;115573;13728;173042;8260;5934;8098;57606;7020;86918;8031;5747;7671;57967;6708;86124;9,41;6,75;9,11;66,79;7,93;9,50;6,83;9,32;66,28;8,08;9,32;6,67;8,91;67,31;7,79
31033;Janaúba Monte Azul;2000;32082;23499;31686;153617;13073;253957;16199;11859;16189;77115;6159;127521;15883;11640;15497;76502;6914;126436;12,63;9,25;12,48;60,49;5,15;12,70;9,30;12,70;60,47;4,83;12,56;9,21;12,26;60,51;5,47
31034;Januária;2000;14492;10194;13638;59560;6387;104271;7438;5180;6953;30140;2924;52635;7054;5014;6685;29420;3463;51636;13,90;9,78;13,08;57,12;6,13;14,13;9,84;13,21;57,26;5,56;13,66;9,71;12,95;56,98;6,71
31035;João Monlevade;2000;12928;8808;12239;83681;8414;126070;6469;4466;6135;40144;3627;60841;6459;4342;6104;43537;4787;65229;10,25;6,99;9,71;66,38;6,67;10,63;7,34;10,08;65,98;5,96;9,90;6,66;9,36;66,74;7,34
31036;João Pinheiro;2000;7857;5399;6715;37709;2771;60451;3953;2795;3427;19458;1362;30995;3904;2604;3288;18251;1409;29456;13,00;8,93;11,11;62,38;4,58;12,75;9,02;11,06;62,78;4,39;13,25;8,84;11,16;61,96;4,78
31037;Juiz de Fora Lima Duarte Bom Jardim Min;2000;54443;38167;50048;390623;43950;577231;27580;19453;25429;188227;18277;278966;26863;18714;24619;202396;25673;298265;9,43;6,61;8,67;67,67;7,61;9,89;6,97;9,12;67,47;6,55;9,01;6,27;8,25;67,86;8,61
31038;Lavras;2000;15602;10795;14456;101557;10999;153409;7852;5410;7327;50553;4832;75974;7750;5385;7129;51004;6167;77435;10,17;7,04;9,42;66,20;7,17;10,34;7,12;9,64;66,54;6,36;10,01;6,95;9,21;65,87;7,96
31039;Leopoldina Cataguases;2000;15437;11096;15041;108784;14085;164443;7913;5562;7534;53745;6201;80955;7524;5534;7507;55039;7884;83488;9,39;6,75;9,15;66,15;8,57;9,77;6,87;9,31;66,39;7,66;9,01;6,63;8,99;65,92;9,44
31040;Manga;2000;8729;5954;7811;33690;3371;59555;4435;3001;4009;17123;1623;30191;4294;2953;3802;16567;1748;29364;14,66;10,00;13,12;56,57;5,66;14,69;9,94;13,28;56,72;5,38;14,62;10,06;12,95;56,42;5,95
31041;Manhuaçu;2000;35633;23334;31918;188441;20249;299575;18053;11850;16212;95546;9629;151290;17580;11484;15706;92895;10620;148285;11,89;7,79;10,65;62,90;6,76;11,93;7,83;10,72;63,15;6,36;11,86;7,74;10,59;62,65;7,16
31042;Mantena;2000;7016;4675;7002;42735;5407;66835;3580;2367;3552;21108;2631;33238;3436;2308;3450;21627;2776;33597;10,50;6,99;10,48;63,94;8,09;10,77;7,12;10,69;63,51;7,92;10,23;6,87;10,27;64,37;8,26
31043;Minas Novas Turmalina Capelinha;2000;15941;11173;15483;64024;5080;111701;8111;5571;7868;32202;2078;55830;7830;5602;7615;31822;3002;55871;14,27;10,00;13,86;57,32;4,55;14,53;9,98;14,09;57,68;3,72;14,01;10,03;13,63;56,96;5,37
31044;Montes Claros Bocaiúva;2000;45815;31548;43594;254757;17656;393370;23246;16068;21939;123671;7726;192650;22569;15480;21655;131086;9930;200720;11,65;8,02;11,08;64,76;4,49;12,07;8,34;11,39;64,19;4,01;11,24;7,71;10,79;65,31;4,95
31045;Muriaé;2000;15347;10677;14932;100055;12082;153093;7787;5337;7617;49510;5533;75784;7560;5340;7315;50545;6549;77309;10,02;6,97;9,75;65,36;7,89;10,28;7,04;10,05;65,33;7,30;9,78;6,91;9,46;65,38;8,47
31046;Nanuque;2000;7788;5538;7803;45214;5452;71795;3930;2775;3982;22283;2564;35534;3858;2763;3821;22931;2888;36261;10,85;7,71;10,87;62,98;7,59;11,06;7,81;11,21;62,71;7,22;10,64;7,62;10,54;63,24;7,96
31047;Ouro Preto;2000;16879;11322;15281;98979;8427;150888;8563;5776;7722;48536;3354;73951;8316;5546;7559;50443;5073;76937;11,19;7,50;10,13;65,60;5,58;11,58;7,81;10,44;65,63;4,54;10,81;7,21;9,82;65,56;6,59
31048;Padre Paraíso;2000;8032;5319;7547;31958;3683;56539;4087;2717;3798;16241;1802;28645;3945;2602;3749;15717;1881;27894;14,21;9,41;13,35;56,52;6,51;14,27;9,49;13,26;56,70;6,29;14,14;9,33;13,44;56,35;6,74
31049;Pará de Minas;2000;17476;11626;14919;102026;8261;154308;8930;5958;7529;51079;3684;77180;8546;5668;7390;50947;4577;77128;11,33;7,53;9,67;66,12;5,35;11,57;7,72;9,76;66,18;4,77;11,08;7,35;9,58;66,06;5,93
31050;Passos Piumhi;2000;26563;18265;23692;168084;16712;253316;13603;9286;12258;85766;7832;128745;12960;8979;11434;82318;8880;124571;10,49;7,21;9,35;66,35;6,60;10,57;7,21;9,52;66,62;6,08;10,40;7,21;9,18;66,08;7,13
31051;Patos de Minas;2000;31987;22578;29190;205047;17960;306762;16372;11712;14889;104244;8242;155459;15615;10866;14301;100803;9718;151303;10,43;7,36;9,52;66,84;5,85;10,53;7,53;9,58;67,06;5,30;10,32;7,18;9,45;66,62;6,42
31052;Patrocínio Monte Carmelo;2000;19049;12583;16441;113660;8878;170611;9813;6490;8453;58207;4186;87149;9236;6093;7988;55453;4692;83462;11,17;7,38;9,64;66,62;5,20;11,26;7,45;9,70;66,79;4,80;11,07;7,30;9,57;66,44;5,62
31053;Pedra Azul;2000;6461;4484;6193;28868;2818;48824;3218;2265;3186;14374;1342;24385;3243;2219;3007;14494;1476;24439;13,23;9,18;12,68;59,13;5,77;13,20;9,29;13,07;58,95;5,50;13,27;9,08;12,30;59,31;6,04
31054;Pirapora;2000;16455;11665;15927;79210;6236;129493;8406;5988;8070;39618;2872;64954;8049;5677;7857;39592;3364;64539;12,71;9,01;12,30;61,17;4,82;12,94;9,22;12,42;60,99;4,42;12,47;8,80;12,17;61,35;5,21
31055;Poços de Caldas;2000;18271;12307;16622;132369;14371;193940;9236;6213;8481;65477;6435;95842;9035;6094;8141;66892;7936;98098;9,42;6,35;8,57;68,25;7,41;9,64;6,48;8,85;68,32;6,71;9,21;6,21;8,30;68,19;8,09
31056;Ponte Nova;2000;22528;16227;22313;137426;18228;216722;11402;8278;11211;67909;8209;107009;11126;7949;11102;69517;10019;109713;10,39;7,49;10,30;63,41;8,41;10,66;7,74;10,48;63,46;7,67;10,14;7,25;10,12;63,36;9,13
31057;Pouso Alegre;2000;44346;29886;39740;288789;29178;431939;22575;15273;20409;147355;14254;219866;21771;14613;19331;141434;14924;212073;10,27;6,92;9,20;66,86;6,76;10,27;6,95;9,28;67,02;6,48;10,27;6,89;9,12;66,69;7,04
31058;Resplendor;2000;9236;6433;8772;55957;7412;87810;4642;3304;4421;27481;3531;43379;4594;3129;4351;28476;3881;44431;10,52;7,33;9,99;63,73;8,44;10,70;7,62;10,19;63,35;8,14;10,34;7,04;9,79;64,09;8,73
31059;Salinas Taiobeiras;2000;24665;17067;22967;112277;11361;188337;12508;8600;11606;56382;5208;94304;12157;8467;11361;55895;6153;94033;13,10;9,06;12,19;59,61;6,03;13,26;9,12;12,31;59,79;5,52;12,93;9,00;12,08;59,44;6,54
31060;Santa Maria do Suaçuí São João Evangeli;2000;13932;9779;13140;60342;7924;105117;7065;5030;6691;30254;3492;52532;6867;4749;6449;30088;4432;52585;13,25;9,30;12,50;57,40;7,54;13,45;9,58;12,74;57,59;6,65;13,06;9,03;12,26;57,22;8,43
31061;Santo Antônio do Amparo Campo Belo;2000;18420;12559;17068;120741;14665;183453;9393;6403;8554;60818;6744;91912;9027;6156;8514;59923;7921;91541;10,04;6,85;9,30;65,82;7,99;10,22;6,97;9,31;66,17;7,34;9,86;6,72;9,30;65,46;8,65
31062;Santos Dumont;2000;5320;3591;4615;33709;3785;51020;2621;1814;2404;16590;1559;24988;2699;1777;2211;17119;2226;26032;10,43;7,04;9,05;66,07;7,42;10,49;7,26;9,62;66,39;6,24;10,37;6,83;8,49;65,76;8,55
31063;São João del Rei;2000;21408;14976;19124;142535;15500;213543;10797;7626;9715;71133;6679;105950;10611;7350;9409;71402;8821;107593;10,03;7,01;8,96;66,75;7,26;10,19;7,20;9,17;67,14;6,30;9,86;6,83;8,74;66,36;8,20
31064;São João Nepomuceno Bicas;2000;6538;4459;5847;42294;6222;65360;3292;2202;2950;20971;2774;32189;3246;2257;2897;21323;3448;33171;10,00;6,82;8,95;64,71;9,52;10,23;6,84;9,16;65,15;8,62;9,79;6,80;8,73;64,28;10,39
31065;São Lourenço;2000;24480;17543;22210;155196;18536;237965;12370;8861;11290;77758;8613;118892;12110;8682;10920;77438;9923;119073;10,29;7,37;9,33;65,22;7,79;10,40;7,45;9,50;65,40;7,24;10,17;7,29;9,17;65,03;8,33
31066;São Sebastião do Paraíso;2000;11992;7996;10621;74731;8839;114179;6218;4068;5460;37946;4070;57762;5774;3928;5161;36785;4769;56417;10,50;7,00;9,30;65,45;7,74;10,76;7,04;9,45;65,69;7,05;10,23;6,96;9,15;65,20;8,45
31067;Sete Lagoas;2000;40612;28343;37348;240127;21332;367762;20655;14463;18859;118897;9403;182277;19957;13880;18489;121230;11929;185485;11,04;7,71;10,16;65,29;5,80;11,33;7,93;10,35;65,23;5,16;10,76;7,48;9,97;65,36;6,43
31068;Teófilo Otoni Malacacheta Itambacuri;2000;39071;26607;36822;185388;22042;309930;19809;13423;18605;90336;9706;151879;19262;13184;18217;95052;12336;158051;12,61;8,58;11,88;59,82;7,11;13,04;8,84;12,25;59,48;6,39;12,19;8,34;11,53;60,14;7,81
31069;Três Corações;2000;13512;8786;11068;73000;7102;113468;6877;4457;5685;36699;3177;56895;6635;4329;5383;36301;3925;56573;11,91;7,74;9,75;64,34;6,26;12,09;7,83;9,99;64,50;5,58;11,73;7,65;9,52;64,17;6,94
31070;Três Pontas;2000;13341;8862;11549;74554;7457;115763;6813;4477;5847;37911;3462;58510;6528;4385;5702;36643;3995;57253;11,52;7,66;9,98;64,40;6,44;11,64;7,65;9,99;64,79;5,92;11,40;7,66;9,96;64,00;6,98
31071;Ubá;2000;27403;19202;25285;171520;20968;264378;13809;9719;12809;86453;9541;132331;13594;9483;12476;85067;11427;132047;10,37;7,26;9,56;64,88;7,93;10,44;7,34;9,68;65,33;7,21;10,29;7,18;9,45;64,42;8,65
31072;Uberaba;2000;29761;20820;27928;211980;21512;312001;15183;10785;14188;103696;9351;153203;14578;10035;13740;108284;12161;158798;9,54;6,67;8,95;67,94;6,89;9,91;7,04;9,26;67,69;6,10;9,18;6,32;8,65;68,19;7,66
31073;Uberlândia Araguari;2000;69103;48018;63958;472164;37454;690697;35535;24578;32513;231914;16722;341262;33568;23440;31445;240250;20732;349435;10,00;6,95;9,26;68,36;5,42;10,41;7,20;9,53;67,96;4,90;9,61;6,71;9,00;68,75;5,93
31074;Unaí;2000;29015;20321;26137;141979;10641;228093;14794;10348;13525;73286;5280;117233;14221;9973;12612;68693;5361;110860;12,72;8,91;11,46;62,25;4,67;12,62;8,83;11,54;62,51;4,50;12,83;9,00;11,38;61,96;4,84
31075;Varginha;2000;17241;11695;15443;110208;9640;164227;8702;5888;7847;55000;4225;81662;8539;5807;7596;55208;5415;82565;10,50;7,12;9,40;67,11;5,87;10,66;7,21;9,61;67,35;5,17;10,34;7,03;9,20;66,87;6,56
31076;Vespasiano;2000;26499;17335;22008;145776;10416;222034;13560;8750;11188;71908;4497;109903;12939;8585;10820;73868;5919;112131;11,93;7,81;9,91;65,65;4,69;12,34;7,96;10,18;65,43;4,09;11,54;7,66;9,65;65,88;5,28
31077;Viçosa;2000;12675;8786;12263;79988;8263;121975;6459;4520;6082;40030;3811;60902;6216;4266;6181;39958;4452;61073;10,39;7,20;10,05;65,58;6,77;10,61;7,42;9,99;65,73;6,26;10,18;6,99;10,12;65,43;7,29
32001;Central;2000;55162;37811;51866;321819;28658;495316;27951;19168;26297;161015;13542;247973;27211;18643;25569;160804;15116;247343;11,14;7,63;10,47;64,97;5,79;11,27;7,73;10,60;64,93;5,46;11,00;7,54;10,34;65,01;6,11
32002;Metropolitana;2000;183165;119189;165220;1117924;84762;1670260;93347;60707;83708;543971;36418;818151;89818;58482;81512;573953;48344;852109;10,97;7,14;9,89;66,93;5,07;11,41;7,42;10,23;66,49;4,45;10,54;6,86;9,57;67,36;5,67
32003;Norte;2000;41703;28255;38782;220324;19487;348551;21236;14457;19692;110655;9675;175715;20467;13798;19090;109669;9812;172836;11,96;8,11;11,13;63,21;5,59;12,09;8,23;11,21;62,97;5,51;11,84;7,98;11,05;63,45;5,68
32004;Sul;2000;64065;43617;60134;377001;38288;583105;32670;22130;30470;189746;17951;292967;31395;21487;29664;187255;20337;290138;10,99;7,48;10,31;64,65;6,57;11,15;7,55;10,40;64,77;6,13;10,82;7,41;10,22;64,54;7,01
33001;Baia da Ilha Grande;2000;21091;13129;16432;115147;7893;173692;10687;6504;8379;58427;3780;87777;10404;6625;8053;56720;4113;85915;12,14;7,56;9,46;66,29;4,54;12,18;7,41;9,55;66,56;4,31;12,11;7,71;9,37;66,02;4,79
33002;Baixada Litorânea;2000;51868;32575;41230;289830;25557;441060;26355;16592;21023;143683;11973;219626;25513;15983;20207;146147;13584;221434;11,76;7,39;9,35;65,71;5,79;12,00;7,55;9,57;65,42;5,45;11,52;7,22;9,13;66,00;6,13
33003;Centro-Sul;2000;30557;20167;26272;195482;22100;294578;15475;10334;13275;95056;9640;143780;15082;9833;12997;100426;12460;150798;10,37;6,85;8,92;66,36;7,50;10,76;7,19;9,23;66,11;6,70;10,00;6,52;8,62;66,60;8,26
33004;Médio Paraíba;2000;80352;52404;70035;532497;49904;785192;40990;26349;35607;257532;21463;381941;39362;26055;34428;274965;28441;403251;10,23;6,67;8,92;67,82;6,36;10,73;6,90;9,32;67,43;5,62;9,76;6,46;8,54;68,19;7,05
33005;Metropolitana I;2000;932041;589360;744151;6173319;711114;9149985;473689;299105;375558;2921300;274677;4344329;458352;290255;368593;3252019;436437;4805656;10,19;6,44;8,13;67,47;7,77;10,90;6,88;8,64;67,24;6,32;9,54;6,04;7,67;67,67;9,08
33006;Metropolitana II;2000;166951;108822;139272;1176741;120013;1711799;85130;55185;70806;563448;48615;823184;81821;53637;68466;613293;71398;888615;9,75;6,36;8,14;68,74;7,01;10,34;6,70;8,60;68,45;5,91;9,21;6,04;7,70;69,02;8,03
33007;Noroeste;2000;30062;20629;27918;205381;26301;310291;15293;10555;14206;101169;11935;153158;14769;10074;13712;104212;14366;157133;9,69;6,65;9,00;66,19;8,48;9,99;6,89;9,28;66,06;7,79;9,40;6,41;8,73;66,32;9,14
33008;Norte;2000;74385;49694;64790;451957;45362;686188;37597;25461;32870;219859;20319;336106;36788;24233;31920;232098;25043;350082;10,84;7,24;9,44;65,86;6,61;11,19;7,58;9,78;65,41;6,05;10,51;6,92;9,12;66,30;7,15
33009;Serrana;2000;85244;57079;73129;561680;61365;838497;43511;29135;37098;274378;26312;410434;41733;27944;36031;287302;35053;428063;10,17;6,81;8,72;66,99;7,32;10,60;7,10;9,04;66,85;6,41;9,75;6,53;8,42;67,12;8,19
35011;Alto do Tietê;2000;286930;178062;231145;1522534;87936;2306607;145680;90176;116264;749322;37778;1139220;141250;87886;114881;773212;50158;1167387;12,44;7,72;10,02;66,01;3,81;12,79;7,92;10,21;65,78;3,32;12,10;7,53;9,84;66,23;4,30
35012;Franco da Rocha;2000;53690;33845;44080;277572;14766;423953;27285;17330;22234;140361;6617;213827;26405;16515;21846;137211;8149;210126;12,66;7,98;10,40;65,47;3,48;12,76;8,10;10,40;65,64;3,09;12,57;7,86;10,40;65,30;3,88
35013;Mananciais;2000;100912;62157;82209;540351;26607;812236;51124;31527;41152;264263;11644;399710;49788;30630;41057;276088;14963;412526;12,42;7,65;10,12;66,53;3,28;12,79;7,89;10,30;66,11;2,91;12,07;7,42;9,95;66,93;3,63
35014;Rota dos Bandeirantes;2000;185217;114117;151237;1041164;55198;1546933;93733;57605;75739;508510;23172;758759;91484;56512;75498;532654;32026;788174;11,97;7,38;9,78;67,31;3,57;12,35;7,59;9,98;67,02;3,05;11,61;7,17;9,58;67,58;4,06
35015;Grande ABC;2000;237763;155987;212571;1624815;123586;2354722;120614;78999;106747;787994;51132;1145486;117149;76988;105824;836821;72454;1209236;10,10;6,62;9,03;69,00;5,25;10,53;6,90;9,32;68,79;4,46;9,69;6,37;8,75;69,20;5,99
35016;São Paulo;2000;1054274;652567;885988;7170643;670780;10434252;535399;330559;444434;3399514;262772;4972678;518875;322008;441554;3771129;408008;5461574;10,10;6,25;8,49;68,72;6,43;10,77;6,65;8,94;68,36;5,28;9,50;5,90;8,08;69,05;7,47
35021;Central do DRS II;2000;22929;16268;22537;174854;19379;255967;11883;8241;11631;85598;8710;126063;11046;8027;10906;89256;10669;129904;8,96;6,36;8,80;68,31;7,57;9,43;6,54;9,23;67,90;6,91;8,50;6,18;8,40;68,71;8,21
35022;Lagos do DRS II;2000;16276;11765;16177;121225;13678;179121;8338;6019;8316;60779;6570;90022;7938;5746;7861;60446;7108;89099;9,09;6,57;9,03;67,68;7,64;9,26;6,69;9,24;67,52;7,30;8,91;6,45;8,82;67,84;7,98
35023;Consórcios do DRS II;2000;20586;14702;19765;150578;16368;221999;10430;7436;9986;74867;7391;110110;10156;7266;9779;75711;8977;111889;9,27;6,62;8,90;67,83;7,37;9,47;6,75;9,07;67,99;6,71;9,08;6,49;8,74;67,67;8,02
35031;Central do DRS III;2000;23242;16510;22641;170439;18059;250891;11785;8296;11475;84346;7831;123733;11457;8214;11166;86093;10228;127158;9,26;6,58;9,02;67,93;7,20;9,52;6,70;9,27;68,17;6,33;9,01;6,46;8,78;67,71;8,04
35032;Centro Oeste do DRS III;2000;10895;7600;11015;79015;9335;117860;5412;3906;5661;39586;4323;58888;5483;3694;5354;39429;5012;58972;9,24;6,45;9,35;67,04;7,92;9,19;6,63;9,61;67,22;7,34;9,30;6,26;9,08;66,86;8,50
35033;Norte do DRS III;2000;13824;9583;13432;93225;9115;139179;7111;4909;6790;47371;4149;70330;6713;4674;6642;45854;4966;68849;9,93;6,89;9,65;66,98;6,55;10,11;6,98;9,65;67,36;5,90;9,75;6,79;9,65;66,60;7,21
35034;Coração do DRS III;2000;30100;20781;28459;213662;22668;315670;15413;10621;14428;106782;9927;157171;14687;10160;14031;106880;12741;158499;9,54;6,58;9,02;67,69;7,18;9,81;6,76;9,18;67,94;6,32;9,27;6,41;8,85;67,43;8,04
35041;Baixada Santista;2000;153543;98535;130242;990836;103664;1476820;78199;50077;66031;478289;42695;715291;75344;48458;64211;512547;60969;761529;10,40;6,67;8,82;67,09;7,02;10,93;7,00;9,23;66,87;5,97;9,89;6,36;8,43;67,30;8,01
35051;Norte - Barretos;2000;23397;16857;24017;166055;18407;248733;12088;8684;12268;82501;8249;123790;11309;8173;11749;83554;10158;124943;9,41;6,78;9,66;66,76;7,40;9,76;7,02;9,91;66,65;6,66;9,05;6,54;9,40;66,87;8,13
35052;Sul - Barretos;2000;13622;9755;13169;89981;10156;136683;6995;4978;6759;44932;4531;68195;6627;4777;6410;45049;5625;68488;9,97;7,14;9,63;65,83;7,43;10,26;7,30;9,91;65,89;6,64;9,68;6,97;9,36;65,78;8,21
35061;Vale do Jurumirim;2000;27249;18361;25400;166332;17606;254948;13855;9347;13067;84049;8155;128473;13394;9014;12333;82283;9451;126475;10,69;7,20;9,96;65,24;6,91;10,78;7,28;10,17;65,42;6,35;10,59;7,13;9,75;65,06;7,47
35062;Bauru;2000;53546;36487;49064;362094;38935;540126;27355;18657;24901;179948;16816;267677;26191;17830;24163;182146;22119;272449;9,91;6,76;9,08;67,04;7,21;10,22;6,97;9,30;67,23;6,28;9,61;6,54;8,87;66,86;8,12
35063;Polo Cuesta;2000;25199;16950;23017;159294;18777;243237;12846;8636;11790;79680;8450;121402;12353;8314;11227;79614;10327;121835;10,36;6,97;9,46;65,49;7,72;10,58;7,11;9,71;65,63;6,96;10,14;6,82;9,21;65,35;8,48
35064;Jaú;2000;27360;18678;25388;191766;23082;286274;13882;9409;12960;96438;10314;143003;13478;9269;12428;95328;12768;143271;9,56;6,52;8,87;66,99;8,06;9,71;6,58;9,06;67,44;7,21;9,41;6,47;8,67;66,54;8,91
35065;Lins;2000;13551;9283;12784;94966;11895;142479;6943;4678;6668;47168;5340;70797;6608;4605;6116;47798;6555;71682;9,51;6,52;8,97;66,65;8,35;9,81;6,61;9,42;66,62;7,54;9,22;6,42;8,53;66,68;9,14
35071;Bragança;2000;36446;24501;33782;238091;26220;359040;18600;12537;17197;119089;12219;179642;17846;11964;16585;119002;14001;179398;10,15;6,82;9,41;66,31;7,30;10,35;6,98;9,57;66,29;6,80;9,95;6,67;9,24;66,33;7,80
35072;Região Metropolitana de Campinas;2000;230489;155591;211272;1604422;136252;2338026;117656;79099;106911;792802;59122;1155590;112833;76492;104361;811620;77130;1182436;9,86;6,65;9,04;68,62;5,83;10,18;6,84;9,25;68,61;5,12;9,54;6,47;8,83;68,64;6,52
35073;Jundiaí;2000;58274;39234;52906;395345;34372;580131;29711;19996;26879;196848;14810;288244;28563;19238;26027;198497;19562;291887;10,04;6,76;9,12;68,15;5,92;10,31;6,94;9,33;68,29;5,14;9,79;6,59;8,92;68,00;6,70
35074;Circuito das Águas;2000;10124;7152;9958;75157;9706;112097;5155;3625;5079;37659;4305;55823;4969;3527;4879;37498;5401;56274;9,03;6,38;8,88;67,05;8,66;9,23;6,49;9,10;67,46;7,71;8,83;6,27;8,67;66,63;9,60
35081;Três Colinas;2000;38481;25618;33487;232828;19869;350283;19703;13115;17220;115516;8803;174357;18778;12503;16267;117312;11066;175926;10,99;7,31;9,56;66,47;5,67;11,30;7,52;9,88;66,25;5,05;10,67;7,11;9,25;66,68;6,29
35082;Alta Anhanguera;2000;13362;9028;12394;87667;8072;130523;6815;4487;6269;44126;3606;65303;6547;4541;6125;43541;4466;65220;10,24;6,92;9,50;67,17;6,18;10,44;6,87;9,60;67,57;5,52;10,04;6,96;9,39;66,76;6,85
35083;Alta Mogiana;2000;11045;7393;9906;72716;7505;108565;5599;3814;5105;36129;3395;54042;5446;3579;4801;36587;4110;54523;10,17;6,81;9,12;66,98;6,91;10,36;7,06;9,45;66,85;6,28;9,99;6,56;8,81;67,10;7,54
35091;Adamantina;2000;10232;7644;10649;80604;11399;120528;5167;3873;5340;40632;5505;60517;5065;3771;5309;39972;5894;60011;8,49;6,34;8,84;66,88;9,46;8,54;6,40;8,82;67,14;9,10;8,44;6,28;8,85;66,61;9,82
35092;Assis;2000;21495;14931;20476;147387;17166;221455;11033;7823;10485;72602;7698;109641;10462;7108;9991;74785;9468;111814;9,71;6,74;9,25;66,55;7,75;10,06;7,14;9,56;66,22;7,02;9,36;6,36;8,94;66,88;8,47
35093;Marília;2000;33724;22588;30730;225989;26093;339124;17147;11506;15459;111830;11724;167666;16577;11082;15271;114159;14369;171458;9,94;6,66;9,06;66,64;7,69;10,23;6,86;9,22;66,70;6,99;9,67;6,46;8,91;66,58;8,38
35094;Ourinhos;2000;20949;14177;18904;133884;15052;202966;10809;7258;9439;66339;6824;100669;10140;6919;9465;67545;8228;102297;10,32;6,98;9,31;65,96;7,42;10,74;7,21;9,38;65,90;6,78;9,91;6,76;9,25;66,03;8,04
35095;Tupã;2000;11232;7985;11177;82954;11041;124389;5786;4167;5813;40811;5152;61729;5446;3818;5364;42143;5889;62660;9,03;6,42;8,99;66,69;8,88;9,37;6,75;9,42;66,11;8,35;8,69;6,09;8,56;67,26;9,40
35101;Araras;2000;28095;19250;26227;184088;18364;276024;14343;9889;13374;92419;8078;138103;13752;9361;12853;91669;10286;137921;10,18;6,97;9,50;66,69;6,65;10,39;7,16;9,68;66,92;5,85;9,97;6,79;9,32;66,46;7,46
35102;Limeira;2000;29359;19542;27435;198305;17584;292225;14865;9909;13858;99007;7819;145458;14494;9633;13577;99298;9765;146767;10,05;6,69;9,39;67,86;6,02;10,22;6,81;9,53;68,07;5,38;9,88;6,56;9,25;67,66;6,65
35103;Piracicaba;2000;47398;31759;43336;318094;32177;472764;24167;16197;22220;157980;13919;234483;23231;15562;21116;160114;18258;238281;10,03;6,72;9,17;67,28;6,81;10,31;6,91;9,48;67,37;5,94;9,75;6,53;8,86;67,20;7,66
35104;Rio Claro;2000;20000;13731;18104;140584;16257;208676;10068;6988;9138;70617;6757;103568;9932;6743;8966;69967;9500;105108;9,58;6,58;8,68;67,37;7,79;9,72;6,75;8,82;68,18;6,52;9,45;6,42;8,53;66,57;9,04
35111;Alta Paulista;2000;10253;7597;10610;78216;11007;117683;5264;3936;5434;38871;5501;59006;4989;3661;5176;39345;5506;58677;8,71;6,46;9,02;66,46;9,35;8,92;6,67;9,21;65,88;9,32;8,50;6,24;8,82;67,05;9,38
35112;Alta Sorocabana;2000;33888;23782;32013;237172;26073;352928;17171;12225;16232;116552;12040;174220;16717;11557;15781;120620;14033;178708;9,60;6,74;9,07;67,20;7,39;9,86;7,02;9,32;66,90;6,91;9,35;6,47;8,83;67,50;7,85
35113;Alto Capivari;2000;5481;3837;5297;35152;4028;53795;2775;1919;2657;17496;1919;26766;2706;1918;2640;17656;2109;27029;10,19;7,13;9,85;65,34;7,49;10,37;7,17;9,93;65,37;7,17;10,01;7,10;9,77;65,32;7,80
35114;Extremo Oeste Paulista;2000;8394;5968;8255;59079;6318;88014;4300;3073;4202;29502;3057;44134;4094;2895;4053;29577;3261;43880;9,54;6,78;9,38;67,12;7,18;9,74;6,96;9,52;66,85;6,93;9,33;6,60;9,24;67,40;7,43
35115;Pontal do Paranapanema;2000;8509;5666;7409;45366;3709;70659;4270;2825;3764;22867;2029;35755;4239;2841;3645;22499;1680;34904;12,04;8,02;10,49;64,20;5,25;11,94;7,90;10,53;63,95;5,67;12,14;8,14;10,44;64,46;4,81
35121;Vale do Ribeira;2000;35024;22711;29537;166854;16189;270315;17871;11475;15119;85334;8212;138011;17153;11236;14418;81520;7977;132304;12,96;8,40;10,93;61,73;5,99;12,95;8,31;10,95;61,83;5,95;12,96;8,49;10,90;61,62;6,03
35131;Horizonte Verde;2000;36233;24183;32976;227291;20350;341033;18660;12340;16791;114415;9019;171225;17573;11843;16185;112876;11331;169808;10,62;7,09;9,67;66,65;5,97;10,90;7,21;9,81;66,82;5,27;10,35;6,97;9,53;66,47;6,67
35132;Aquífero Guarani;2000;65570;44912;61750;459498;47161;678891;33389;22973;31150;223194;19675;330381;32181;21939;30600;236304;27486;348510;9,66;6,62;9,10;67,68;6,95;10,11;6,95;9,43;67,56;5,96;9,23;6,30;8,78;67,80;7,89
35133;Vale das Cachoeiras;2000;11591;8187;10794;75586;8782;114940;5909;4157;5574;38073;4024;57737;5682;4030;5220;37513;4758;57203;10,08;7,12;9,39;65,76;7,64;10,23;7,20;9,65;65,94;6,97;9,93;7,05;9,13;65,58;8,32
35141;Baixa Mogiana;2000;26538;18921;26005;188142;18322;277928;13473;9582;13276;94793;8311;139435;13065;9339;12729;93349;10011;138493;9,55;6,81;9,36;67,69;6,59;9,66;6,87;9,52;67,98;5,96;9,43;6,74;9,19;67,40;7,23
