CO_REGSAUD;DS_NOME;Ano;tx_nat
31054;Pirapora;2012;13,55
31055;Poços de Caldas;2012;12,45
31056;Ponte Nova;2012;11,47
31057;Pouso Alegre;2012;12,18
31058;Resplendor;2012;13,05
31059;Salinas Taiobeiras;2012;12,75
31060;Santa Maria do Suaçuí São João Evangeli;2012;12,72
31061;Santo Antônio do Amparo Campo Belo;2012;11,00
31062;Santos Dumont;2012;10,90
31063;São João del Rei;2012;10,97
31064;São João Nepomuceno Bicas;2012;11,56
31065;São Lourenço;2012;11,12
31066;São Sebastião do Paraíso;2012;11,94
31067;Sete Lagoas;2012;12,37
31068;Teófilo Otoni Malacacheta Itambacuri;2012;13,42
31069;Três Corações;2012;13,49
31070;Três Pontas;2012;13,20
31071;Ubá;2012;12,35
31072;Uberaba;2012;13,50
31073;Uberlândia Araguari;2012;13,70
31074;Unaí;2012;14,05
31075;Varginha;2012;12,87
31076;Vespasiano;2012;14,50
31077;Viçosa;2012;12,08
32001;Central;2012;14,00
32002;Metropolitana;2012;15,34
32003;Norte;2012;14,58
32004;Sul;2012;13,79
33001;Baia da Ilha Grande;2012;14,86
33002;Baixada Litorânea;2012;14,51
33003;Centro-Sul;2012;12,63
33004;Médio Paraíba;2012;12,99
33005;Metropolitana I;2012;14,12
33006;Metropolitana II;2012;12,26
33007;Noroeste;2012;12,10
33008;Norte;2012;14,39
33009;Serrana;2012;12,79
35011;Alto do Tietê;2012;16,83
35012;Franco da Rocha;2012;16,05
35013;Mananciais;2012;18,15
35014;Rota dos Bandeirantes;2012;17,85
35015;Grande ABC;2012;14,08
35016;São Paulo;2012;15,46
35021;Central do DRS II;2012;12,60
35022;Lagos do DRS II;2012;12,42
35023;Consórcios do DRS II;2012;12,97
35031;Central do DRS III;2012;13,32
35032;Centro Oeste do DRS III;2012;13,05
35033;Norte do DRS III;2012;13,02
35034;Coração do DRS III;2012;13,30
35041;Baixada Santista;2012;15,23
35051;Norte - Barretos;2012;13,12
35052;Sul - Barretos;2012;12,53
35061;Vale do Jurumirim;2012;14,07
35062;Bauru;2012;13,24
35063;Polo Cuesta;2012;13,42
35064;Jaú;2012;12,72
35065;Lins;2012;13,43
35071;Bragança;2012;13,87
35072;Região Metropolitana de Campinas;2012;13,92
35073;Jundiaí;2012;15,34
35074;Circuito das Águas;2012;12,06
35081;Três Colinas;2012;13,82
35082;Alta Anhanguera;2012;13,43
35083;Alta Mogiana;2012;11,69
35091;Adamantina;2012;10,07
35092;Assis;2012;12,99
35093;Marília;2012;13,19
35094;Ourinhos;2012;13,40
35095;Tupã;2012;12,37
35101;Araras;2012;12,97
35102;Limeira;2012;12,83
35103;Piracicaba;2012;13,84
35104;Rio Claro;2012;13,46
35111;Alta Paulista;2012;12,70
35112;Alta Sorocabana;2012;12,52
35113;Alto Capivari;2012;13,45
35114;Extremo Oeste Paulista;2012;11,28
35115;Pontal do Paranapanema;2012;14,19
35121;Vale do Ribeira;2012;14,70
35131;Horizonte Verde;2012;13,65
35132;Aquífero Guarani;2012;13,22
35133;Vale das Cachoeiras;2012;13,36
35141;Baixa Mogiana;2012;13,08
35142;Mantiqueira;2012;12,46
35143;Rio Pardo;2012;11,91
35151;Catanduva;2012;12,08
35152;Santa Fé do Sul;2012;11,15
35153;Jales;2012;10,43
35154;Fernandópolis;2012;11,28
35155;São José do Rio Preto;2012;12,53
35156;José Bonifácio;2012;12,95
35157;Votuporanga;2012;11,79
35161;Itapetininga;2012;14,32
35162;Itapeva;2012;14,96
35163;Sorocaba;2012;14,78
35171;Alto Vale do Paraíba;2012;14,84
35172;Circuito da Fé e Vale Histórico;2012;13,25
35173;Litoral Norte;2012;15,50
35174;Vale do Paraíba/Região Serrana;2012;14,05
41001;1ª RS Paranaguá;2012;15,68
41002;2ª RS Metropolitana;2012;15,52
41003;3ª RS Ponta Grossa;2012;16,28
41004;4ª RS Irati;2012;14,30
41005;5ª RS Guarapuava;2012;15,34
41006;6ª RS União da Vitória;2012;13,17
41007;7ª RS Pato Branco;2012;15,40
41008;8ª RS Francisco Beltrão;2012;12,91
41009;9ª RS Foz do Iguaçu;2012;16,11
41010;10ª RS Cascavel;2012;14,59
41011;11ª RS Campo Mourão;2012;13,09
41012;12ª RS Umuarama;2012;13,12
41013;13ª RS Cianorte;2012;13,62
41014;14ª RS Paranavaí;2012;14,06
41015;15ª RS Maringá;2012;13,14
41016;16ª RS Apucarana;2012;13,64
41017;17ª RS Londrina;2012;13,57
41018;18ª RS Cornélio Procópio;2012;12,21
41019;19ª RS Jacarezinho;2012;13,09
41020;20ª RS Toledo;2012;13,62
41021;21ª RS Telêmaco Borba;2012;14,94
41022;22ª RS Ivaiporã;2012;12,78
42001;Extremo Oeste;2012;12,24
42002;Oeste;2012;14,10
42003;Xanxerê;2012;13,72
42004;Alto Vale do Itajaí;2012;13,79
42005;Foz do Rio Itajaí;2012;15,08
42006;Médio Vale do Itajaí;2012;13,44
42007;Grande Florianópolis;2012;13,53
42008;Meio Oeste;2012;12,95
42009;Alto Vale do Rio do Peixe;2012;14,83
42010;Alto Uruguai Catarinense;2012;12,02
42011;Nordeste;2012;15,20
42012;Planalto Norte;2012;14,41
42013;Serra Catarinense;2012;13,79
42014;Extremo Sul Catarinense;2012;13,03
42015;Carbonífera;2012;13,57
42016;Laguna;2012;12,72
43001;Região 01 - Verdes Campos;2012;12,26
43002;Região 02 - Entre Rios;2012;10,25
43003;Região 03 - Fronteira Oeste;2012;13,08
43004;Região 04 - Belas Praias;2012;13,62
43005;Região 05 - Bons Ventos;2012;12,46
43006;Região 06 - Vale do Paranhana e Costa S;2012;13,40
43007;Região 07 - Vale dos Sinos;2012;13,34
43008;Região 08 - Vale do Caí e Metropolitana;2012;14,83
43009;Região 09 - Carbonífera/Costa Doce;2012;12,37
43010;Região 10 - Capital e Vale do Gravataí;2012;14,21
43011;Região 11 - Sete Povos das Missões;2012;11,47
43012;Região 12 - Portal das Missões;2012;12,83
43013;Região 13 - Diversidade;2012;12,30
43014;Região 14 - Fronteira Noroeste;2012;10,67
43015;Região 15 - Caminho das Águas;2012;11,40
43016;Região 16 - Alto Uruguai Gaúcho;2012;11,13
43017;Região 17 - Planalto;2012;13,50
43018;Região 18 - Araucárias;2012;10,85
43019;Região 19 - Botucaraí;2012;10,96
43020;Região 20 - Rota da Produção;2012;12,46
43021;Região 21 - Sul;2012;11,95
43022;Região 22 - Pampa;2012;13,20
43023;Região 23 - Caxias e Hortênsias;2012;13,84
43024;Região 24 - Campos de Cima da Serra;2012;14,20
43025;Região 25 - Vinhedos e Basalto;2012;11,27
43026;Região 26 - Uva Vale;2012;12,06
43027;Região 27 - Jacuí Centro;2012;11,21
43028;Região 28 - Vinte e Oito;2012;11,61
43029;Região 29 - Vales e Montanhas;2012;10,61
43030;Região 30 - Vale da Luz;2012;12,51
50001;Campo Grande;2012;16,40
50002;Corumbá;2012;17,61
50003;Dourados;2012;17,99
50004;Três Lagoas;2012;15,65
51001;Alto Tapajós;2012;14,63
51002;Baixada Cuiabana;2012;17,22
51003;Araguaia Xingu;2012;14,08
51004;Centro Norte;2012;13,01
51005;Garças Araguaia;2012;15,73
51006;Médio Araguaia;2012;17,77
51007;Médio Norte Matogrossense;2012;16,32
51008;Noroeste Matogrossense;2012;15,41
51009;Norte Araguaia Karajá;2012;11,77
51010;Norte Matogrossense;2012;15,01
51011;Oeste Matogrossense;2012;15,54
51012;Sudoeste Matogrossense;2012;17,26
51013;Sul Matogrossense;2012;16,89
51014;Teles Pires;2012;18,07
51015;Vale do Peixoto;2012;13,59
51016;Vale dos Arinos;2012;14,97
52001;Central;2012;15,62
52002;Centro Sul;2012;16,15
52003;Entorno Norte;2012;16,34
52004;Entorno Sul;2012;16,79
52005;Estrada de Ferro;2012;13,50
52006;Nordeste I;2012;16,33
52007;Nordeste II;2012;13,98
52008;Norte;2012;13,61
52009;Oeste I;2012;12,01
52010;Oeste II;2012;10,73
52011;Pirineus;2012;15,57
52012;Rio Vermelho;2012;12,96
52013;São Patrício I;2012;12,35
52014;Serra da Mesa;2012;13,35
52015;Sudoeste I;2012;15,17
52016;Sudoeste II;2012;15,08
52017;Sul;2012;13,34
52018;São Patrício II;2012;13,76
53001;Distrito Federal;2012;16,42
;Brasil;2012;14,98
