CO_REGSAUD;DS_NOME;Ano;tx_mortinf
35013;Mananciais;2013;11,57
35014;Rota dos Bandeirantes;2013;11,44
35015;Grande ABC;2013;12,49
35016;São Paulo;2013;11,20
35021;Central do DRS II;2013;8,46
35022;Lagos do DRS II;2013;11,40
35023;Consórcios do DRS II;2013;12,26
35031;Central do DRS III;2013;13,58
35032;Centro Oeste do DRS III;2013;8,36
35033;Norte do DRS III;2013;12,08
35034;Coração do DRS III;2013;8,86
35041;Baixada Santista;2013;15,93
35051;Norte - Barretos;2013;11,05
35052;Sul - Barretos;2013;11,06
35061;Vale do Jurumirim;2013;12,50
35062;Bauru;2013;12,90
35063;Polo Cuesta;2013;9,58
35064;Jaú;2013;9,76
35065;Lins;2013;13,40
35071;Bragança;2013;7,76
35072;Região Metropolitana de Campinas;2013;9,56
35073;Jundiaí;2013;10,51
35074;Circuito das Águas;2013;8,47
35081;Três Colinas;2013;11,41
35082;Alta Anhanguera;2013;12,16
35083;Alta Mogiana;2013;11,90
35091;Adamantina;2013;8,23
35092;Assis;2013;13,28
35093;Marília;2013;13,37
35094;Ourinhos;2013;9,07
35095;Tupã;2013;7,78
35101;Araras;2013;6,66
35102;Limeira;2013;7,45
35103;Piracicaba;2013;10,44
35104;Rio Claro;2013;10,22
35111;Alta Paulista;2013;13,60
35112;Alta Sorocabana;2013;10,49
35113;Alto Capivari;2013;13,48
35114;Extremo Oeste Paulista;2013;9,36
35115;Pontal do Paranapanema;2013;12,18
35121;Vale do Ribeira;2013;17,66
35131;Horizonte Verde;2013;11,81
35132;Aquífero Guarani;2013;9,85
35133;Vale das Cachoeiras;2013;8,02
35141;Baixa Mogiana;2013;10,48
35142;Mantiqueira;2013;10,66
35143;Rio Pardo;2013;9,33
35151;Catanduva;2013;13,11
35152;Santa Fé do Sul;2013;4,23
35153;Jales;2013;13,49
35154;Fernandópolis;2013;11,93
35155;São José do Rio Preto;2013;8,83
35156;José Bonifácio;2013;7,04
35157;Votuporanga;2013;8,16
35161;Itapetininga;2013;12,57
35162;Itapeva;2013;19,10
35163;Sorocaba;2013;12,62
35171;Alto Vale do Paraíba;2013;9,84
35172;Circuito da Fé e Vale Histórico;2013;16,55
35173;Litoral Norte;2013;9,82
35174;Vale do Paraíba/Região Serrana;2013;13,45
41001;1ª RS Paranaguá;2013;8,41
41002;2ª RS Metropolitana;2013;9,79
41003;3ª RS Ponta Grossa;2013;10,97
41004;4ª RS Irati;2013;10,96
41005;5ª RS Guarapuava;2013;14,47
41006;6ª RS União da Vitória;2013;6,84
41007;7ª RS Pato Branco;2013;13,74
41008;8ª RS Francisco Beltrão;2013;15,19
41009;9ª RS Foz do Iguaçu;2013;13,60
41010;10ª RS Cascavel;2013;11,13
41011;11ª RS Campo Mourão;2013;11,04
41012;12ª RS Umuarama;2013;11,68
41013;13ª RS Cianorte;2013;12,22
41014;14ª RS Paranavaí;2013;11,14
41015;15ª RS Maringá;2013;10,79
41016;16ª RS Apucarana;2013;12,28
41017;17ª RS Londrina;2013;9,75
41018;18ª RS Cornélio Procópio;2013;11,10
41019;19ª RS Jacarezinho;2013;11,50
41020;20ª RS Toledo;2013;9,71
41021;21ª RS Telêmaco Borba;2013;11,70
41022;22ª RS Ivaiporã;2013;18,67
42001;Extremo Oeste;2013;11,63
42002;Oeste;2013;10,87
42003;Xanxerê;2013;16,82
42004;Alto Vale do Itajaí;2013;12,40
42005;Foz do Rio Itajaí;2013;10,88
42006;Médio Vale do Itajaí;2013;10,51
42007;Grande Florianópolis;2013;7,79
42008;Meio Oeste;2013;12,51
42009;Alto Vale do Rio do Peixe;2013;11,56
42010;Alto Uruguai Catarinense;2013;8,27
42011;Nordeste;2013;8,98
42012;Planalto Norte;2013;10,47
42013;Serra Catarinense;2013;16,32
42014;Extremo Sul Catarinense;2013;10,87
42015;Carbonífera;2013;10,68
42016;Laguna;2013;8,93
43001;Região 01 - Verdes Campos;2013;10,55
43002;Região 02 - Entre Rios;2013;9,77
43003;Região 03 - Fronteira Oeste;2013;12,45
43004;Região 04 - Belas Praias;2013;9,05
43005;Região 05 - Bons Ventos;2013;9,26
43006;Região 06 - Vale do Paranhana e Costa S;2013;10,47
43007;Região 07 - Vale dos Sinos;2013;9,64
43008;Região 08 - Vale do Caí e Metropolitana;2013;10,51
43009;Região 09 - Carbonífera/Costa Doce;2013;11,38
43010;Região 10 - Capital e Vale do Gravataí;2013;8,78
43011;Região 11 - Sete Povos das Missões;2013;10,66
43012;Região 12 - Portal das Missões;2013;11,31
43013;Região 13 - Diversidade;2013;10,69
43014;Região 14 - Fronteira Noroeste;2013;8,86
43015;Região 15 - Caminho das Águas;2013;12,43
43016;Região 16 - Alto Uruguai Gaúcho;2013;8,28
43017;Região 17 - Planalto;2013;11,84
43018;Região 18 - Araucárias;2013;11,50
43019;Região 19 - Botucaraí;2013;13,85
43020;Região 20 - Rota da Produção;2013;14,71
43021;Região 21 - Sul;2013;11,75
43022;Região 22 - Pampa;2013;13,70
43023;Região 23 - Caxias e Hortênsias;2013;12,16
43024;Região 24 - Campos de Cima da Serra;2013;14,76
43025;Região 25 - Vinhedos e Basalto;2013;11,65
43026;Região 26 - Uva Vale;2013;11,69
43027;Região 27 - Jacuí Centro;2013;10,01
43028;Região 28 - Vinte e Oito;2013;12,01
43029;Região 29 - Vales e Montanhas;2013;10,74
43030;Região 30 - Vale da Luz;2013;7,93
50001;Campo Grande;2013;9,98
50002;Corumbá;2013;16,57
50003;Dourados;2013;16,95
50004;Três Lagoas;2013;12,62
51001;Alto Tapajós;2013;17,52
51002;Baixada Cuiabana;2013;14,79
51003;Araguaia Xingu;2013;10,98
51004;Centro Norte;2013;14,87
51005;Garças Araguaia;2013;19,72
51006;Médio Araguaia;2013;15,24
51007;Médio Norte Matogrossense;2013;17,47
51008;Noroeste Matogrossense;2013;10,98
51009;Norte Araguaia Karajá;2013;24,79
51010;Norte Matogrossense;2013;15,64
51011;Oeste Matogrossense;2013;14,34
51012;Sudoeste Matogrossense;2013;13,93
51013;Sul Matogrossense;2013;13,06
51014;Teles Pires;2013;13,04
51015;Vale do Peixoto;2013;15,00
51016;Vale dos Arinos;2013;17,01
52001;Central;2013;13,29
52002;Centro Sul;2013;15,39
52003;Entorno Norte;2013;16,22
52004;Entorno Sul;2013;12,11
52005;Estrada de Ferro;2013;14,52
52006;Nordeste I;2013;25,13
52007;Nordeste II;2013;16,81
52008;Norte;2013;13,30
52009;Oeste I;2013;12,44
52010;Oeste II;2013;8,79
52011;Pirineus;2013;12,84
52012;Rio Vermelho;2013;14,24
52013;São Patrício I;2013;12,67
52014;Serra da Mesa;2013;14,54
52015;Sudoeste I;2013;13,17
52016;Sudoeste II;2013;15,00
52017;Sul;2013;15,98
52018;São Patrício II;2013;15,37
53001;Distrito Federal;2013;12,73
;Brasil;2013;13,42
