CO_REGSAUD;DS_NOME;Ano;Pop_0a14;Pop_65emais;IndEnv
31008;Belo Horizonte Nova Lima Caeté;2000;755342;168270;22,28
31009;Betim;2000;156707;20341;12,98
31010;Bom Despacho;2000;25686;6642;25,86
31011;Brasília de Minas São Francisco;2000;82672;12515;15,14
31012;Carangola;2000;34738;8837;25,44
31013;Caratinga;2000;53480;12738;23,82
31014;Conselheiro Lafaiete Congonhas;2000;73780;16145;21,88
31015;Contagem;2000;196236;25492;12,99
31016;Coração de Jesus;2000;16490;2751;16,68
31017;Coronel Fabriciano Timóteo;2000;56928;10985;19,30
31018;Curvelo;2000;49071;10955;22,32
31019;Diamantina;2000;57182;10533;18,42
31020;Divinópolis Santo Antônio do Monte;2000;98329;22483;22,87
31021;Formiga;2000;30731;8905;28,98
31022;Francisco Sá;2000;24999;3628;14,51
31023;Frutal Iturama;2000;36019;8710;24,18
31024;Governador Valadares;2000;115543;25804;22,33
31025;Guanhães;2000;38036;8876;23,34
31026;Guaxupé;2000;40474;10789;26,66
31027;Ipatinga;2000;96948;16952;17,49
31028;Itabira;2000;57636;12279;21,30
31029;Itajubá;2000;52134;13512;25,92
31030;Itaobim;2000;27844;5898;21,18
31031;Itaúna;2000;27325;6744;24,68
31032;Ituiutaba;2000;43741;13728;31,38
31033;Janaúba Monte Azul;2000;87267;13073;14,98
31034;Januária;2000;38324;6387;16,67
31035;João Monlevade;2000;33975;8414;24,77
31036;João Pinheiro;2000;19971;2771;13,88
31037;Juiz de Fora Lima Duarte Bom Jardim Min;2000;142658;43950;30,81
31038;Lavras;2000;40853;10999;26,92
31039;Leopoldina Cataguases;2000;41574;14085;33,88
31040;Manga;2000;22494;3371;14,99
31041;Manhuaçu;2000;90885;20249;22,28
31042;Mantena;2000;18693;5407;28,93
31043;Minas Novas Turmalina Capelinha;2000;42597;5080;11,93
31044;Montes Claros Bocaiúva;2000;120957;17656;14,60
31045;Muriaé;2000;40956;12082;29,50
31046;Nanuque;2000;21129;5452;25,80
31047;Ouro Preto;2000;43482;8427;19,38
31048;Padre Paraíso;2000;20898;3683;17,62
31049;Pará de Minas;2000;44021;8261;18,77
31050;Passos Piumhi;2000;68520;16712;24,39
31051;Patos de Minas;2000;83755;17960;21,44
31052;Patrocínio Monte Carmelo;2000;48073;8878;18,47
31053;Pedra Azul;2000;17138;2818;16,44
31054;Pirapora;2000;44047;6236;14,16
31055;Poços de Caldas;2000;47200;14371;30,45
31056;Ponte Nova;2000;61068;18228;29,85
31057;Pouso Alegre;2000;113972;29178;25,60
31058;Resplendor;2000;24441;7412;30,33
31059;Salinas Taiobeiras;2000;64699;11361;17,56
31060;Santa Maria do Suaçuí São João Evangeli;2000;36851;7924;21,50
31061;Santo Antônio do Amparo Campo Belo;2000;48047;14665;30,52
31062;Santos Dumont;2000;13526;3785;27,98
31063;São João del Rei;2000;55508;15500;27,92
31064;São João Nepomuceno Bicas;2000;16844;6222;36,94
31065;São Lourenço;2000;64233;18536;28,86
31066;São Sebastião do Paraíso;2000;30609;8839;28,88
31067;Sete Lagoas;2000;106303;21332;20,07
31068;Teófilo Otoni Malacacheta Itambacuri;2000;102500;22042;21,50
31069;Três Corações;2000;33366;7102;21,29
31070;Três Pontas;2000;33752;7457;22,09
31071;Ubá;2000;71890;20968;29,17
31072;Uberaba;2000;78509;21512;27,40
31073;Uberlândia Araguari;2000;181079;37454;20,68
31074;Unaí;2000;75473;10641;14,10
31075;Varginha;2000;44379;9640;21,72
31076;Vespasiano;2000;65842;10416;15,82
31077;Viçosa;2000;33724;8263;24,50
32001;Central;2000;144839;28658;19,79
32002;Metropolitana;2000;467574;84762;18,13
32003;Norte;2000;108740;19487;17,92
32004;Sul;2000;167816;38288;22,82
33001;Baia da Ilha Grande;2000;50652;7893;15,58
33002;Baixada Litorânea;2000;125673;25557;20,34
33003;Centro-Sul;2000;76996;22100;28,70
33004;Médio Paraíba;2000;202791;49904;24,61
33005;Metropolitana I;2000;2265552;711114;31,39
33006;Metropolitana II;2000;415045;120013;28,92
33007;Noroeste;2000;78609;26301;33,46
33008;Norte;2000;188869;45362;24,02
33009;Serrana;2000;215452;61365;28,48
35011;Alto do Tietê;2000;696137;87936;12,63
35012;Franco da Rocha;2000;131615;14766;11,22
35013;Mananciais;2000;245278;26607;10,85
35014;Rota dos Bandeirantes;2000;450571;55198;12,25
35015;Grande ABC;2000;606321;123586;20,38
35016;São Paulo;2000;2592829;670780;25,87
35021;Central do DRS II;2000;61734;19379;31,39
35022;Lagos do DRS II;2000;44218;13678;30,93
35023;Consórcios do DRS II;2000;55053;16368;29,73
35031;Central do DRS III;2000;62393;18059;28,94
35032;Centro Oeste do DRS III;2000;29510;9335;31,63
35033;Norte do DRS III;2000;36839;9115;24,74
35034;Coração do DRS III;2000;79340;22668;28,57
35041;Baixada Santista;2000;382320;103664;27,11
35051;Norte - Barretos;2000;64271;18407;28,64
35052;Sul - Barretos;2000;36546;10156;27,79
35061;Vale do Jurumirim;2000;71010;17606;24,79
35062;Bauru;2000;139097;38935;27,99
35063;Polo Cuesta;2000;65166;18777;28,81
35064;Jaú;2000;71426;23082;32,32
35065;Lins;2000;35618;11895;33,40
35071;Bragança;2000;94729;26220;27,68
35072;Região Metropolitana de Campinas;2000;597352;136252;22,81
35073;Jundiaí;2000;150414;34372;22,85
35074;Circuito das Águas;2000;27234;9706;35,64
35081;Três Colinas;2000;97586;19869;20,36
35082;Alta Anhanguera;2000;34784;8072;23,21
35083;Alta Mogiana;2000;28344;7505;26,48
35091;Adamantina;2000;28525;11399;39,96
35092;Assis;2000;56902;17166;30,17
35093;Marília;2000;87042;26093;29,98
35094;Ourinhos;2000;54030;15052;27,86
35095;Tupã;2000;30394;11041;36,33
35101;Araras;2000;73572;18364;24,96
35102;Limeira;2000;76336;17584;23,04
35103;Piracicaba;2000;122493;32177;26,27
35104;Rio Claro;2000;51835;16257;31,36
35111;Alta Paulista;2000;28460;11007;38,68
35112;Alta Sorocabana;2000;89683;26073;29,07
35113;Alto Capivari;2000;14615;4028;27,56
35114;Extremo Oeste Paulista;2000;22617;6318;27,93
35115;Pontal do Paranapanema;2000;21584;3709;17,18
35121;Vale do Ribeira;2000;87272;16189;18,55
35131;Horizonte Verde;2000;93392;20350;21,79
35132;Aquífero Guarani;2000;172232;47161;27,38
35133;Vale das Cachoeiras;2000;30572;8782;28,73
35141;Baixa Mogiana;2000;71464;18322;25,64
35142;Mantiqueira;2000;61651;19023;30,86
35143;Rio Pardo;2000;54575;15835;29,02
35151;Catanduva;2000;63846;23047;36,10
35152;Santa Fé do Sul;2000;9616;3869;40,24
35153;Jales;2000;23574;8527;36,17
35154;Fernandópolis;2000;25044;8840;35,30
35155;São José do Rio Preto;2000;132852;43752;32,93
35156;José Bonifácio;2000;19049;6388;33,53
35157;Votuporanga;2000;39002;14091;36,13
35161;Itapetininga;2000;113660;24737;21,76
35162;Itapeva;2000;89151;15132;16,97
35163;Sorocaba;2000;361237;75246;20,83
35171;Alto Vale do Paraíba;2000;233619;40522;17,35
35172;Circuito da Fé e Vale Histórico;2000;115024;27591;23,99
35173;Litoral Norte;2000;66776;10228;15,32
35174;Vale do Paraíba/Região Serrana;2000;134350;28039;20,87
41001;1ª RS Paranaguá;2000;74399;11925;16,03
41002;2ª RS Metropolitana;2000;782714;138328;17,67
41003;3ª RS Ponta Grossa;2000;159074;28331;17,81
41004;4ª RS Irati;2000;45596;8984;19,70
41005;5ª RS Guarapuava;2000;143810;20287;14,11
41006;6ª RS União da Vitória;2000;48725;8806;18,07
41007;7ª RS Pato Branco;2000;73815;12512;16,95
41008;8ª RS Francisco Beltrão;2000;96538;19020;19,70
41009;9ª RS Foz do Iguaçu;2000;120050;13398;11,16
41010;10ª RS Cascavel;2000;141864;23106;16,29
41011;11ª RS Campo Mourão;2000;100469;22505;22,40
41012;12ª RS Umuarama;2000;68849;19789;28,74
41013;13ª RS Cianorte;2000;34299;8619;25,13
41014;14ª RS Paranavaí;2000;69794;17788;25,49
41015;15ª RS Maringá;2000;165042;39260;23,79
41016;16ª RS Apucarana;2000;84778;20607;24,31
41017;17ª RS Londrina;2000;209603;50453;24,07
41018;18ª RS Cornélio Procópio;2000;65827;17212;26,15
41019;19ª RS Jacarezinho;2000;76536;20294;26,52
41020;20ª RS Toledo;2000;88632;19796;22,34
41021;21ª RS Telêmaco Borba;2000;50441;9096;18,03
41022;22ª RS Ivaiporã;2000;46275;10478;22,64
42001;Extremo Oeste;2000;63656;13344;20,96
42002;Oeste;2000;82006;14693;17,92
42003;Xanxerê;2000;55516;9354;16,85
42004;Alto Vale do Itajaí;2000;69312;15371;22,18
42005;Foz do Rio Itajaí;2000;112197;20009;17,83
42006;Médio Vale do Itajaí;2000;138385;29766;21,51
42007;Grande Florianópolis;2000;216011;42792;19,81
42008;Meio Oeste;2000;48392;9679;20,00
42009;Alto Vale do Rio do Peixe;2000;79503;12351;15,54
42010;Alto Uruguai Catarinense;2000;36506;8313;22,77
42011;Nordeste;2000;195856;32591;16,64
42012;Planalto Norte;2000;99807;17862;17,90
42013;Serra Catarinense;2000;85129;16703;19,62
42014;Extremo Sul Catarinense;2000;45938;9402;20,47
42015;Carbonífera;2000;98686;16423;16,64
42016;Laguna;2000;82583;19671;23,82
43001;Região 01 - Verdes Campos;2000;101723;33448;32,88
43002;Região 02 - Entre Rios;2000;33184;11343;34,18
43003;Região 03 - Fronteira Oeste;2000;136509;34513;25,28
43004;Região 04 - Belas Praias;2000;32438;7306;22,52
43005;Região 05 - Bons Ventos;2000;46157;12530;27,15
43006;Região 06 - Vale do Paranhana e Costa S;2000;53753;11508;21,41
43007;Região 07 - Vale dos Sinos;2000;189554;34485;18,19
43008;Região 08 - Vale do Caí e Metropolitana;2000;179780;39123;21,76
43009;Região 09 - Carbonífera/Costa Doce;2000;98205;24142;24,58
43010;Região 10 - Capital e Vale do Gravataí;2000;535337;150014;28,02
43011;Região 11 - Sete Povos das Missões;2000;81963;23120;28,21
43012;Região 12 - Portal das Missões;2000;41089;11873;28,90
43013;Região 13 - Diversidade;2000;56627;17710;31,27
43014;Região 14 - Fronteira Noroeste;2000;59673;18728;31,38
43015;Região 15 - Caminho das Águas;2000;54885;14878;27,11
43016;Região 16 - Alto Uruguai Gaúcho;2000;61255;18660;30,46
43017;Região 17 - Planalto;2000;92767;24753;26,68
43018;Região 18 - Araucárias;2000;32885;9753;29,66
43019;Região 19 - Botucaraí;2000;32590;8682;26,64
43020;Região 20 - Rota da Produção;2000;46115;12433;26,96
43021;Região 21 - Sul;2000;208808;69576;33,32
43022;Região 22 - Pampa;2000;48607;14916;30,69
43023;Região 23 - Caxias e Hortênsias;2000;112642;26115;23,18
43024;Região 24 - Campos de Cima da Serra;2000;25494;6860;26,91
43025;Região 25 - Vinhedos e Basalto;2000;55576;18660;33,58
43026;Região 26 - Uva Vale;2000;37198;10236;27,52
43027;Região 27 - Jacuí Centro;2000;51322;18053;35,18
43028;Região 28 - Vinte e Oito;2000;76843;24447;31,81
43029;Região 29 - Vales e Montanhas;2000;46130;16313;35,36
43030;Região 30 - Vale da Luz;2000;25618;8909;34,78
50001;Campo Grande;2000;335313;54604;16,28
50002;Corumbá;2000;37640;5405;14,36
50003;Dourados;2000;200825;32374;16,12
50004;Três Lagoas;2000;62582;12053;19,26
51001;Alto Tapajós;2000;29336;3033;10,34
51002;Baixada Cuiabana;2000;242510;30555;12,60
51003;Araguaia Xingu;2000;20907;1781;8,52
51004;Centro Norte;2000;28634;3751;13,10
51005;Garças Araguaia;2000;34619;4917;14,20
51006;Médio Araguaia;2000;19490;1802;9,25
51007;Médio Norte Matogrossense;2000;50722;5112;10,08
51008;Noroeste Matogrossense;2000;33249;2540;7,64
51009;Norte Araguaia Karajá;2000;6742;830;12,31
51010;Norte Matogrossense;2000;22133;2740;12,38
51011;Oeste Matogrossense;2000;54971;8040;14,63
51012;Sudoeste Matogrossense;2000;31867;3264;10,24
51013;Sul Matogrossense;2000;108239;15194;14,04
51014;Teles Pires;2000;65906;3964;6,01
51015;Vale do Peixoto;2000;29727;2364;7,95
51016;Vale dos Arinos;2000;16829;1671;9,93
52001;Central;2000;361781;64766;17,90
52002;Centro Sul;2000;182457;22894;12,55
52003;Entorno Norte;2000;65578;6333;9,66
52004;Entorno Sul;2000;193070;13398;6,94
52005;Estrada de Ferro;2000;55603;11999;21,58
52006;Nordeste I;2000;14793;2072;14,01
52007;Nordeste II;2000;28457;3930;13,81
52008;Norte;2000;42094;6753;16,04
52009;Oeste I;2000;31402;7213;22,97
52010;Oeste II;2000;25999;6256;24,06
52011;Pirineus;2000;110262;19269;17,48
52012;Rio Vermelho;2000;52509;10233;19,49
52013;São Patrício I;2000;44557;9383;21,06
52014;Serra da Mesa;2000;33601;5959;17,73
52015;Sudoeste I;2000;83356;15171;18,20
52016;Sudoeste II;2000;47646;8867;18,61
52017;Sul;2000;55180;12911;23,40
52018;São Patrício II;2000;38400;6502;16,93
53001;Distrito Federal;2000;583079;67526;11,58
55;Brasil;2000;50266122;9935100;19,77
